"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
"811",1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"812",1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,NA,1,2,2,1,2,2,NA,2,1,1,1,2,2,1,2,1,2,2,2,2,2
"813",1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2
"814",1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2
"815",1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2
"816",1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2
"817",1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2
"818",1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2
"819",1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2
"820",1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,2
"821",1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2
"822",1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,NA,2,2,2,2,2
"823",1,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2
"824",1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2
"825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2
"827",2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2
"828",2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"829",1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2
"830",1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2
"831",2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2
"832",1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1
"833",1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2
"834",1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,1
"835",2,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2
"836",1,1,1,1,1,2,1,1,1,2,1,1,NA,1,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2
"837",1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2
"838",2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2
"839",1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,2
"840",1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2
"841",2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2
"842",2,1,2,2,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2
"843",1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2
"844",1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,2
"845",2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2
"846",1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2
"847",1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1
"848",1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2
"849",1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2
"850",2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2
"851",1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2
"852",1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,NA,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2
"853",1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2
"854",2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2
"855",2,2,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"856",1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2
"857",1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2
"858",1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2
"859",1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1
"860",2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2
"861",1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2
"862",2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2
"863",2,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2
"864",2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2
"865",1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2
"866",1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2
"867",1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2
"868",1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2
"869",1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,NA,2,1,1,2,2,1,2,2,1,2,1,2
"870",1,2,2,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,NA,2,1,1,2,1,2,2,2,2,1,2,2
"871",1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,1,1,2
"872",2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2
"873",1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1
"874",1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1
"875",1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2
"876",2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,2
"877",2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1
"878",1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2
"879",1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2
"880",1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2
"881",1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,NA,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2,NA,1,1,1,1,2,1,1,1,2,2
"882",2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2
"883",2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1
"884",1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2
"885",1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,1,2,2
"886",1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1
"887",1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1
"888",1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2
"889",1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,1,NA,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1
"890",2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2
"891",2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2
"892",1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2
"893",1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2
"894",1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,NA,2,2,2,2,2,1
"895",1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2
"896",1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2
"897",1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1
"898",2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2
"899",1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2
"900",2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,2,1,2
"901",1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2
"902",1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2
"903",1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2
"904",1,2,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,1,2
"905",1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2
"906",1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1
"907",1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2
"908",2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1
"909",1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2
"910",2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2
"911",2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
"912",1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2
"913",1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
"914",1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"915",1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2
"916",2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2
"917",1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2
"918",1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2
"919",1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2
"920",NA,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,NA,NA,1,1,NA,NA,1,1,2,NA,2,2,NA,2,1,2,2,1,1,2,1,NA,2,2,1,NA,1,1,NA,2,2,2,1,NA,1,2
"921",2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2
"922",2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2
"923",1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2
"924",1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2
"925",2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2
"926",1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1
"927",1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1
