"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age"
"63587",2,5,6,6,6,5,5,4,4,2,2,2,6,5,5,6,6,6,4,2,5,2,4,6,3,1,3,19
"63588",1,6,6,6,5,5,4,5,2,2,2,2,4,3,6,2,4,5,5,4,5,2,4,5,2,2,5,41
"63589",2,3,4,4,4,3,3,4,6,4,2,2,5,6,4,5,3,2,2,2,5,3,3,5,3,1,3,20
"63590",1,5,1,2,5,5,5,5,2,2,1,1,6,6,5,1,1,3,4,1,6,2,4,3,1,1,3,22
"63591",2,5,5,6,4,2,2,2,2,6,2,5,2,5,1,4,5,5,5,5,2,4,2,2,3,2,3,38
"63595",4,4,1,1,1,5,5,6,2,2,3,6,5,1,2,1,2,2,6,2,6,1,5,6,1,1,5,52
"63596",2,5,4,5,2,6,5,5,2,2,5,5,3,4,3,6,6,6,6,5,3,5,3,5,3,2,3,37
"63597",2,4,5,3,5,4,4,4,4,4,4,4,4,4,3,2,4,5,6,3,3,4,4,5,2,2,2,27
"63602",1,4,4,6,6,6,6,6,1,1,1,4,5,6,6,3,3,1,2,6,6,6,5,6,4,2,3,19
"63608",1,6,6,6,6,1,5,5,1,2,2,2,5,5,2,4,4,5,5,5,2,6,2,4,5,2,2,45
"63609",2,2,4,1,4,3,2,1,5,6,2,4,4,3,2,3,4,5,4,2,3,1,2,4,2,2,1,28
"63613",1,5,5,6,6,5,6,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,6,2,1,2,3,31
"63616",2,5,5,4,5,4,3,3,3,2,2,NA,3,3,4,2,2,1,1,2,NA,3,5,5,2,2,1,19
"63617",2,5,6,6,6,5,5,4,1,4,4,1,4,6,6,5,5,4,4,1,4,5,2,5,6,2,5,31
"63618",2,5,6,6,5,6,5,6,2,2,1,4,6,6,5,4,4,3,6,4,6,2,5,6,4,2,1,28
"63619",2,2,4,4,5,5,3,2,6,6,6,6,1,2,1,4,4,4,3,4,2,5,2,6,4,1,3,21
"63621",4,4,4,4,4,4,5,5,4,5,6,6,3,2,3,4,5,2,4,3,5,2,2,5,5,2,2,19
"63623",1,5,5,6,5,4,5,6,1,1,4,4,4,4,4,1,3,3,1,2,3,1,5,5,3,2,3,27
"63625",2,6,4,1,4,6,4,5,1,1,3,3,6,5,3,2,2,5,6,1,6,6,6,6,1,1,3,21
"63631",3,4,4,2,5,5,5,4,3,4,3,2,5,5,5,3,3,2,3,1,6,1,6,6,2,1,3,23
"63636",1,6,6,4,6,6,5,6,3,6,3,1,5,6,5,2,4,4,4,3,5,6,4,6,4,2,4,29
"63637",5,5,5,6,4,5,5,5,2,5,5,5,4,5,5,2,4,4,2,2,5,5,5,4,4,1,3,24
"63638",2,5,4,4,4,4,4,3,4,6,4,3,2,4,4,2,4,3,2,2,4,4,4,6,4,2,NA,16
"63642",3,4,6,1,4,5,5,4,3,5,1,1,5,6,5,4,6,2,4,1,6,4,4,5,2,1,3,22
"63644",1,5,6,4,6,3,5,5,5,5,2,4,3,5,4,6,6,5,6,6,3,5,5,6,3,2,4,41
"63648",1,4,6,5,6,5,4,4,3,1,5,6,5,4,3,1,1,2,2,1,5,1,5,6,2,1,3,26
"63649",1,5,5,3,5,4,5,4,4,3,1,2,4,5,3,2,4,2,4,NA,5,4,3,5,3,1,5,47
"63655",2,6,5,6,2,5,5,5,2,1,4,1,3,5,5,3,5,3,4,5,3,5,3,4,5,2,3,50
"63657",2,4,4,4,6,6,5,5,5,6,1,5,5,4,4,1,1,3,4,4,3,1,4,6,3,2,5,29
"63658",2,6,5,3,4,3,4,2,2,2,2,5,1,6,2,3,3,3,2,1,6,6,4,6,2,1,3,20
"63659",4,4,4,2,5,4,3,4,3,4,2,2,4,5,6,4,4,4,3,2,6,2,5,3,2,2,5,55
"63661",2,5,4,5,5,4,4,4,4,4,2,3,4,5,2,5,5,5,4,3,4,4,4,4,3,2,3,22
"63668",4,5,4,4,5,6,6,5,1,1,1,3,1,2,4,3,4,4,5,4,5,1,5,4,1,2,3,35
"63669",1,5,6,4,5,4,3,5,5,4,6,4,5,4,3,3,2,2,1,4,4,5,3,5,5,2,3,20
"63670",4,4,4,6,3,5,5,3,3,4,5,5,3,3,4,4,5,3,4,2,5,2,4,5,2,1,2,49
"63672",3,5,5,6,5,5,4,4,2,2,1,2,2,5,5,2,2,2,2,2,4,3,4,5,2,2,5,39
"63675",3,4,6,6,NA,5,4,5,2,4,1,4,5,4,4,1,1,1,2,3,6,1,6,6,3,2,3,23
"63676",2,5,6,5,5,4,5,3,2,6,3,4,5,5,4,3,5,4,4,3,5,4,5,5,2,2,3,25
"63677",1,6,6,5,6,6,4,2,1,6,6,6,2,4,5,1,6,1,6,1,6,1,6,6,1,1,5,25
"63681",2,5,4,2,4,5,5,5,1,5,2,2,2,4,5,5,4,2,5,1,2,2,5,4,2,2,NA,36
"63682",2,6,3,4,5,3,2,3,2,4,2,3,3,6,5,4,2,1,2,1,5,1,6,5,2,1,4,38
"63683",2,6,5,5,5,5,3,4,2,5,2,2,1,4,6,2,5,5,4,1,5,5,6,6,1,1,1,17
"63687",2,6,4,5,4,3,4,3,5,6,2,6,3,4,3,6,6,5,5,5,5,1,5,6,3,1,NA,17
"63690",5,5,2,3,3,4,3,4,3,5,4,1,5,4,5,6,6,6,4,3,5,1,6,2,3,2,3,19
"63692",1,6,6,6,6,5,2,4,2,3,2,2,5,6,4,3,2,1,1,2,5,2,5,5,3,2,4,56
"63693",1,6,6,5,4,4,4,4,5,5,2,4,4,4,4,4,5,4,4,4,5,3,6,5,4,2,4,28
"63696",2,5,5,5,3,3,2,2,4,4,2,4,4,5,5,2,2,2,4,3,5,2,4,5,3,2,3,17
"63697",1,5,6,6,5,6,6,4,1,1,4,2,5,5,6,4,5,4,4,3,6,4,5,4,6,2,3,26
"63699",5,5,5,6,2,5,4,3,3,1,1,2,5,5,4,5,4,5,2,4,6,5,5,5,1,2,3,46
"63700",1,5,4,6,3,5,5,5,2,4,3,4,2,4,4,2,2,2,1,2,4,4,4,2,4,2,3,21
"63701",6,6,6,6,6,6,6,6,1,3,5,2,5,5,6,6,6,6,3,1,2,4,5,6,2,2,3,46
"63704",1,6,6,6,5,5,NA,5,1,2,2,2,4,6,5,2,2,2,1,2,NA,3,5,5,2,2,2,39
"63705",2,4,4,1,2,6,6,6,1,4,6,6,1,1,4,6,6,6,6,6,3,5,1,6,5,2,3,19
"63706",1,5,6,6,5,5,4,4,NA,1,4,4,5,3,4,4,4,5,1,1,6,1,5,6,2,2,3,25
"63707",1,5,6,5,4,3,4,2,3,4,5,5,4,2,3,1,2,2,5,3,5,2,4,5,2,1,5,22
"63709",2,5,5,5,5,4,4,4,3,4,2,2,4,5,5,2,3,3,3,2,4,4,4,3,3,2,NA,17
"63711",2,5,6,6,5,5,3,2,4,4,1,2,4,5,2,5,5,3,3,2,3,2,5,6,3,2,3,27
"63712",1,5,6,6,6,6,6,5,2,4,1,3,6,5,6,4,4,4,3,6,6,1,6,6,1,2,4,20
"63713",3,5,5,4,6,6,6,5,1,1,5,4,6,4,6,4,4,4,4,2,6,1,6,2,1,1,5,21
"63721",4,6,6,6,6,6,6,6,4,1,5,5,5,5,5,4,4,2,4,4,5,4,4,6,4,2,3,21
"63723",1,6,6,6,6,2,5,5,1,2,1,1,5,6,5,2,3,1,1,2,5,4,6,4,1,2,4,55
"63724",1,5,5,6,5,2,3,4,4,5,3,4,3,3,4,3,3,2,4,4,3,4,4,6,4,2,3,24
"63726",2,3,5,6,5,5,5,5,2,5,5,2,4,3,2,2,1,4,1,1,4,1,6,2,2,1,4,25
"63727",4,4,3,5,5,6,5,6,1,2,3,2,2,5,5,3,3,4,2,2,4,3,3,6,4,1,5,39
"63728",3,6,6,6,5,3,2,5,4,4,1,3,5,5,6,5,6,6,3,2,6,1,5,5,3,2,3,39
"63729",3,5,6,4,5,4,3,4,2,4,2,2,5,4,6,4,5,5,2,2,4,1,5,6,3,2,3,21
"63732",1,4,4,4,4,2,3,4,2,2,5,4,4,4,3,2,2,3,5,2,5,3,3,5,2,2,5,37
"63734",4,2,2,1,5,3,4,2,4,4,5,4,3,4,1,1,3,1,3,1,5,2,5,5,1,1,2,22
"63735",1,6,6,4,5,5,2,4,2,3,2,3,5,5,5,1,1,1,1,1,5,2,6,6,2,2,4,24
"63738",4,6,5,6,4,5,5,5,4,4,1,3,4,5,6,4,5,5,4,4,5,4,5,5,3,2,3,21
"63739",3,5,5,4,5,6,6,6,1,NA,2,4,6,5,6,5,2,2,1,1,5,1,6,1,1,1,3,20
"63742",2,4,4,6,6,6,6,1,1,6,1,6,6,5,6,6,6,6,6,2,6,1,6,6,3,1,3,19
"63743",2,5,4,5,5,5,3,3,2,3,3,3,3,5,5,1,1,2,2,2,4,2,4,5,3,1,3,21
"63744",2,5,5,4,5,3,5,4,2,5,2,3,4,5,5,4,4,2,3,1,5,1,5,5,2,1,5,30
"63745",1,5,5,5,5,5,4,3,3,4,3,4,4,5,4,4,5,4,4,3,5,2,4,5,2,2,1,18
"63746",6,5,5,4,5,5,2,5,3,5,5,5,4,2,6,6,6,6,6,2,5,3,4,6,1,2,4,53
"63748",2,4,5,1,4,3,1,5,1,4,5,4,1,NA,3,2,6,6,5,6,3,4,1,4,3,1,3,27
"63750",4,4,4,3,3,6,4,4,2,4,4,4,3,2,4,3,5,5,4,4,4,2,4,5,3,2,4,48
"63752",1,6,5,5,5,6,5,5,1,5,4,4,5,5,4,1,4,4,4,2,6,4,3,5,5,2,4,30
"63760",2,4,6,6,5,4,3,3,2,3,5,3,3,4,4,4,4,4,3,2,3,4,3,3,4,2,3,25
"63761",2,5,5,4,4,2,2,2,4,5,4,4,4,5,5,1,2,2,5,4,6,5,5,6,1,2,4,35
"63762",1,6,6,1,6,1,1,1,6,6,1,6,6,1,4,6,6,2,6,6,6,1,6,3,1,2,NA,17
"63763",1,6,6,4,1,1,6,5,4,2,6,1,3,5,1,5,5,5,6,4,6,1,6,6,6,2,3,41
"63766",3,5,6,6,5,5,4,5,1,1,1,1,3,6,4,1,1,1,1,2,5,1,4,4,2,2,3,41
"63767",1,6,6,6,6,6,6,6,1,1,4,1,6,6,6,1,1,1,1,1,6,1,6,1,1,2,3,37
"63768",2,5,5,4,5,5,4,5,2,3,5,2,4,5,6,4,2,4,3,2,4,2,4,4,4,2,3,60
"63770",3,6,6,6,5,5,5,3,2,4,1,2,5,5,5,4,4,4,3,2,4,2,5,6,1,2,3,23
"63773",2,6,5,6,6,6,6,5,1,4,4,2,5,5,6,4,NA,1,1,NA,6,4,5,5,1,1,3,53
"63775",1,5,3,4,5,5,4,4,1,2,5,4,2,5,2,1,2,2,1,2,6,1,6,5,2,2,2,19
"63776",1,NA,5,6,6,5,6,NA,2,6,1,1,4,6,4,3,5,3,NA,1,4,4,4,6,5,2,3,35
"63778",3,5,2,2,4,5,3,6,1,5,3,5,1,4,2,1,3,6,6,6,6,4,3,6,1,1,2,19
"63788",1,5,5,6,5,5,5,1,5,6,1,2,5,6,5,2,2,2,4,1,5,1,5,6,1,1,1,24
"63789",2,4,3,6,4,4,5,5,1,2,6,5,4,4,4,3,3,4,3,5,5,4,3,5,4,2,3,21
"63791",2,6,4,5,4,5,5,5,1,1,2,2,4,3,6,1,2,1,2,1,5,2,6,4,2,2,3,29
"63792",4,6,6,6,5,4,3,2,2,3,2,3,5,6,4,4,4,3,3,4,2,3,4,3,3,2,4,25
"63793",4,6,6,6,5,4,3,3,2,3,2,3,5,6,4,2,2,2,2,2,3,3,4,3,3,2,4,25
"63794",5,5,5,6,4,6,6,4,1,1,2,2,4,5,5,1,2,2,2,5,4,2,5,2,3,2,3,18
"63796",1,6,4,6,4,4,3,4,3,6,2,3,4,5,4,6,6,6,6,5,4,3,3,5,3,2,5,37
"63798",6,6,6,6,6,6,6,5,1,4,2,4,5,6,6,4,4,6,NA,6,5,3,6,6,1,2,3,20
"63799",1,5,6,6,4,4,5,5,1,1,6,4,4,5,4,1,3,4,2,4,4,4,3,4,3,2,3,21
"63801",1,5,6,5,5,5,5,4,2,3,1,2,4,5,4,3,4,2,3,5,6,2,4,6,5,2,1,34
"63803",1,6,6,5,6,6,4,5,2,4,1,1,4,6,5,1,2,3,1,2,3,4,5,4,2,2,2,38
"63807",2,3,4,5,3,3,3,3,2,6,5,3,6,4,4,6,6,5,4,1,3,2,4,6,4,1,4,30
"63810",3,5,4,4,5,5,4,4,4,6,4,4,4,4,5,2,2,6,6,5,6,1,5,6,3,1,1,16
"63811",5,5,5,6,5,6,6,6,1,3,5,4,4,5,6,5,5,4,2,6,6,3,4,6,5,2,3,23
"63812",1,NA,6,6,6,3,5,5,1,2,1,1,5,5,NA,2,2,1,1,2,6,1,5,6,1,2,3,22
"63815",2,5,4,6,3,4,5,6,2,1,1,2,4,6,5,2,2,1,1,1,6,1,6,6,1,1,3,37
"63816",2,5,4,5,5,6,5,4,1,2,5,3,2,4,3,3,2,2,2,2,2,3,4,3,4,1,4,30
"63817",3,5,5,2,6,6,6,6,1,1,2,1,6,6,5,5,4,5,1,2,5,2,5,3,1,2,3,21
"63818",1,4,4,6,3,3,5,4,4,4,6,5,1,1,4,6,6,6,4,2,4,2,4,4,3,2,3,32
"63820",4,2,1,2,2,5,6,5,2,4,6,6,1,2,5,2,2,1,2,1,2,5,2,5,1,2,NA,14
"63822",1,5,5,2,5,2,5,2,1,5,5,2,2,2,5,2,2,2,4,4,5,2,4,5,1,2,4,55
"63823",4,5,4,6,4,4,4,2,3,4,3,1,4,5,5,NA,4,4,2,1,3,5,3,5,4,1,4,26
"63824",1,6,6,6,6,1,6,5,2,5,2,1,6,3,6,1,4,1,5,1,6,1,5,3,1,2,5,22
"63825",1,5,6,5,6,4,2,5,3,5,1,2,5,5,4,1,4,1,1,3,5,1,4,5,2,1,3,21
"63826",4,4,2,5,3,4,5,5,5,NA,6,5,1,1,2,5,4,4,6,3,2,3,1,4,3,2,4,28
"63827",1,6,5,2,5,6,4,5,1,5,3,4,3,5,4,1,1,1,4,1,5,4,2,6,2,2,5,41
"63828",3,3,4,5,5,5,5,3,3,6,4,5,3,5,3,1,3,2,2,2,6,3,5,4,3,1,NA,17
"63829",1,5,5,5,2,3,5,4,2,3,5,2,2,4,6,2,3,4,3,2,5,2,5,5,3,2,5,52
"63834",5,6,6,4,6,5,5,4,2,5,2,1,6,5,5,5,5,5,4,1,6,2,6,6,1,2,1,18
"63835",5,5,3,6,5,4,5,5,3,3,5,4,2,5,6,1,1,NA,1,1,5,2,6,NA,1,1,5,56
"63837",5,3,5,4,4,5,4,3,1,1,3,5,3,3,5,3,3,1,3,2,3,3,2,4,3,2,5,55
"63838",1,5,5,5,4,5,5,5,1,1,1,1,5,6,5,1,1,1,1,1,6,1,5,4,4,2,4,43
"63839",4,5,1,5,1,4,6,6,6,4,6,4,2,1,6,5,5,4,6,3,6,4,5,6,5,1,3,22
"63846",2,6,6,3,5,6,3,5,1,1,3,2,3,5,5,3,4,4,3,4,5,1,5,5,2,2,4,25
"63847",5,5,2,5,1,5,5,5,2,3,4,4,5,4,5,2,3,3,2,5,5,1,5,6,2,2,3,27
"63849",1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,2,4,3,2,6,1,6,4,1,2,2,48
"63851",3,4,5,1,4,5,5,6,2,4,5,5,3,3,5,5,5,4,2,2,6,1,5,6,2,2,5,31
"63852",4,5,5,5,6,5,5,6,2,4,1,1,5,5,5,3,4,4,1,3,4,4,4,5,2,2,3,24
"63853",3,4,3,2,4,5,5,5,2,5,NA,3,5,5,5,2,3,2,5,6,6,5,5,6,3,1,3,21
"63854",1,6,6,5,6,6,6,1,2,5,1,1,6,6,6,1,1,2,4,6,6,1,5,6,3,1,3,24
"63855",2,5,5,5,5,6,5,6,1,2,1,4,4,4,6,1,4,4,5,6,6,2,4,5,2,2,3,21
"63856",2,5,4,6,5,4,5,1,2,6,2,1,6,6,5,5,6,5,3,4,6,1,5,6,2,2,3,27
"63862",5,2,1,1,1,2,5,2,3,5,4,6,1,2,1,1,1,1,1,1,6,2,5,6,6,1,1,18
"63863",3,5,5,6,4,5,6,5,2,2,5,2,2,4,5,4,4,2,2,2,5,5,5,4,2,1,3,24
"63866",4,5,3,5,4,4,2,4,3,4,4,3,2,NA,5,2,4,2,2,3,3,4,4,3,3,1,5,32
"63868",2,4,5,4,2,4,3,3,2,4,3,5,2,2,3,5,5,6,4,4,5,2,3,5,1,2,1,19
"63871",1,6,6,5,5,6,6,6,1,1,4,5,5,1,5,3,5,1,1,1,6,2,5,5,5,2,5,52
"63873",1,6,6,5,5,3,3,4,4,4,4,4,4,4,4,3,4,4,5,2,5,1,5,6,2,1,1,18
"63875",5,6,5,6,5,6,5,6,1,3,2,4,2,5,5,1,2,1,2,1,5,2,5,5,2,1,3,30
"63877",4,4,4,4,5,6,3,2,5,5,5,4,4,4,4,3,3,4,5,3,6,2,5,6,2,1,1,18
"63879",4,4,1,1,2,4,3,5,2,1,1,1,4,2,5,4,5,2,4,2,5,1,6,4,1,2,4,22
"63880",2,4,2,5,4,5,5,6,1,5,5,5,2,2,6,2,2,1,1,1,6,1,5,6,1,1,4,46
"63881",5,5,5,2,6,5,4,5,5,5,4,5,1,2,4,2,4,1,1,1,5,1,4,3,2,1,NA,16
"63882",3,5,5,3,5,5,3,4,1,6,6,2,4,2,4,5,5,5,4,2,5,4,6,6,1,1,4,28
"63883",3,4,6,6,4,6,2,4,1,2,2,3,5,5,6,4,5,4,2,4,6,6,6,5,3,2,3,19
"63884",2,5,5,2,6,4,3,NA,2,4,2,2,3,6,6,1,4,1,2,1,5,2,6,4,1,1,4,38
"63885",5,4,1,2,2,5,5,4,2,4,2,4,3,4,4,2,3,2,2,2,4,3,6,5,3,2,4,24
"63887",3,4,2,5,4,5,5,4,4,4,3,3,2,4,5,2,5,4,2,6,5,4,5,6,1,2,4,22
"63888",6,1,5,4,2,3,4,3,2,3,1,3,5,2,4,5,6,6,2,4,4,5,3,2,4,2,1,16
"63890",1,6,5,3,5,4,2,2,2,2,2,2,4,5,5,1,1,1,1,1,5,2,5,5,2,2,4,24
"63897",4,5,4,2,4,4,2,5,5,6,3,5,4,3,3,3,5,4,3,1,5,1,4,4,3,1,3,23
"63898",1,5,4,5,2,2,5,2,5,2,4,4,4,4,4,1,1,3,2,4,6,1,6,6,1,1,4,23
"63899",1,6,5,4,5,5,6,5,4,4,6,1,3,6,5,5,4,6,5,5,6,4,5,6,2,2,5,22
"63900",3,5,2,4,2,5,4,6,2,2,5,4,4,5,5,3,3,2,3,1,4,2,4,6,2,1,5,24
"63902",1,6,5,6,5,5,5,5,2,2,3,3,4,5,5,1,2,2,2,3,5,2,5,5,2,2,3,26
"63907",3,5,4,6,5,6,5,5,2,5,2,4,5,5,3,2,NA,3,6,5,6,1,6,5,1,2,3,22
"63909",3,3,4,4,3,3,3,4,2,4,2,2,3,3,2,2,2,2,4,2,3,3,2,5,2,1,1,35
"63911",1,6,5,5,6,5,5,5,1,5,3,1,3,5,6,1,2,2,2,2,2,1,3,6,1,2,3,43
"63912",1,6,6,6,6,4,3,1,4,2,2,2,5,6,6,1,2,2,1,1,6,3,3,3,4,2,NA,17
"63913",2,5,5,6,6,6,5,5,1,1,2,1,6,5,5,1,1,1,2,2,6,1,6,6,1,2,5,37
"63918",1,6,6,6,6,6,5,5,1,2,1,2,4,6,6,1,1,1,1,3,5,3,5,5,2,2,3,21
"63924",4,4,6,4,6,4,3,4,4,3,1,1,4,6,6,3,4,4,1,2,5,6,4,4,4,2,3,21
"63925",2,5,5,5,3,4,4,4,2,3,4,4,2,3,3,1,2,2,2,2,4,5,2,6,2,2,5,25
"63930",4,4,5,6,5,4,5,5,2,2,2,1,4,5,5,3,2,2,2,4,4,4,4,2,4,1,3,27
"63931",2,3,5,4,4,5,5,4,2,5,4,4,4,2,4,2,3,2,3,4,5,1,5,4,1,1,4,22
"63932",1,6,6,4,4,6,5,5,2,2,5,3,4,4,5,6,5,5,4,2,5,3,4,6,3,2,3,19
"63934",1,NA,6,6,6,5,5,6,1,1,1,1,6,6,6,4,4,3,1,1,6,3,6,4,1,2,3,40
"63937",1,5,3,1,4,2,5,5,4,6,4,5,3,1,4,1,1,3,2,1,5,1,4,6,1,1,1,21
"63939",2,5,5,2,3,5,4,4,4,4,4,5,2,2,4,3,4,5,5,6,5,3,5,6,2,1,1,17
"63942",3,5,5,4,5,4,2,2,6,6,1,2,5,6,4,2,2,4,4,4,6,2,6,6,2,1,NA,21
"63946",5,1,2,6,2,2,4,2,4,5,4,5,4,1,5,6,6,6,5,4,6,1,3,3,3,1,NA,17
"63947",2,6,6,6,6,5,5,5,1,1,2,2,5,6,6,5,5,5,2,1,5,2,6,5,1,2,2,19
"63948",1,5,3,6,6,4,3,1,5,5,4,2,2,5,2,3,3,2,5,6,5,2,5,6,1,2,3,22
"63950",1,5,2,6,4,4,4,3,4,5,3,2,5,5,2,1,2,4,3,2,6,2,5,6,2,2,3,18
"63952",2,NA,6,6,6,4,1,5,3,6,1,1,4,6,6,1,4,4,6,6,6,4,6,1,1,1,2,62
"63955",2,3,4,2,4,1,4,2,3,6,5,5,4,4,2,4,6,5,2,2,4,5,3,6,4,2,4,22
"63956",1,6,5,6,6,6,6,5,3,2,3,3,6,5,6,6,6,6,3,6,6,1,6,6,1,2,3,31
"63957",2,3,5,5,4,5,6,5,1,6,6,6,1,1,1,1,1,5,5,1,6,3,2,6,4,1,1,22
"63958",2,4,4,4,5,5,4,4,2,5,4,2,4,5,3,2,3,4,3,1,4,2,4,5,3,1,4,23
"63959",2,6,6,6,5,5,5,5,5,5,2,4,3,4,4,1,2,5,5,5,5,1,5,5,2,2,3,22
"63961",4,1,2,4,5,5,6,4,2,6,5,4,6,2,4,2,5,5,6,5,6,3,5,6,1,2,NA,31
"63962",1,NA,5,6,6,5,3,6,1,4,1,1,6,5,6,1,2,1,1,1,6,1,5,6,1,1,2,50
"63963",5,5,6,1,5,5,4,5,5,6,6,5,3,3,4,2,3,3,3,3,5,3,1,6,4,1,1,20
"63966",1,6,5,6,6,4,5,5,4,5,5,4,4,4,5,3,3,5,6,3,5,1,6,6,1,2,3,28
"63967",2,5,6,5,5,5,5,6,1,1,3,1,5,5,6,1,1,1,1,1,6,1,6,4,1,1,4,35
"63971",3,5,5,5,3,5,5,6,2,4,3,5,2,2,5,3,5,4,3,2,4,2,4,5,2,2,3,20
"63977",2,4,5,5,5,6,5,4,2,4,3,1,6,5,6,2,2,1,2,3,6,2,6,5,1,2,4,36
"63978",5,5,6,6,5,6,6,6,5,4,6,5,6,6,5,6,6,5,4,6,5,6,5,6,5,2,NA,27
"63979",3,4,5,5,3,6,6,2,5,5,5,6,2,1,5,1,1,1,5,2,5,2,5,6,1,1,4,28
"63980",2,4,4,6,3,4,5,2,3,6,4,4,3,3,2,2,2,2,5,3,2,5,4,3,5,2,2,40
"63982",4,2,2,4,3,6,5,5,3,3,3,4,2,1,4,2,2,4,3,2,2,4,4,4,4,2,3,20
"63983",2,5,5,2,4,5,3,5,5,5,6,6,1,1,2,2,3,2,4,2,4,2,2,6,3,1,3,23
"63984",2,4,3,1,5,6,5,5,1,4,2,6,5,5,5,2,4,6,5,1,6,1,5,6,1,2,3,18
"63985",6,6,3,6,6,4,4,4,4,4,5,3,3,6,5,4,5,NA,4,3,4,2,5,6,5,2,2,23
"63987",1,6,5,6,4,5,5,4,4,3,NA,3,3,3,4,1,2,2,1,4,5,4,5,6,1,2,5,27
"63990",3,5,4,4,5,4,4,3,2,6,1,2,2,5,5,2,2,4,2,1,6,2,4,5,1,2,3,22
"63991",3,NA,NA,NA,3,3,NA,NA,NA,3,NA,3,NA,3,NA,NA,3,3,NA,NA,NA,3,NA,3,NA,2,3,17
"63993",2,2,2,5,4,5,2,3,3,4,3,2,3,3,4,4,4,3,4,2,6,1,5,5,1,1,2,32
"63997",2,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,4,4,4,3,5,3,4,5,1,1,3,25
"63999",2,4,3,6,4,4,2,4,4,4,4,5,4,2,4,2,3,4,4,3,6,2,4,5,3,2,5,28
"64000",3,5,3,6,4,2,2,4,5,6,3,5,5,3,4,1,1,2,NA,4,6,4,5,5,2,2,4,25
"64001",3,6,6,3,6,6,6,5,1,5,1,1,6,6,6,4,6,4,1,1,6,1,6,6,1,2,2,40
"64003",2,5,5,6,5,4,5,5,1,2,2,1,4,6,5,1,1,2,2,2,5,3,5,6,1,2,3,28
"64005",2,5,5,5,3,4,2,6,2,5,1,4,3,5,6,3,4,3,2,4,4,3,5,5,2,2,2,33
"64006",1,6,5,5,5,5,5,5,1,1,2,2,5,2,6,3,5,3,2,4,6,5,1,3,5,2,4,39
"64010",2,5,6,6,5,4,5,4,4,4,5,3,5,5,5,1,2,1,2,1,5,3,5,5,3,1,3,20
"64012",4,6,2,6,6,4,4,5,3,5,1,4,4,4,2,3,5,4,5,5,6,6,1,4,5,2,NA,46
"64014",1,6,6,4,5,5,3,5,2,2,2,3,3,5,3,2,5,3,2,4,5,2,2,6,2,2,5,28
"64016",4,5,5,6,4,6,6,6,1,1,4,1,6,6,6,2,4,5,5,4,6,1,5,6,1,2,3,21
"64017",3,4,5,6,6,3,6,6,1,1,3,1,5,6,6,1,1,1,1,1,5,1,6,6,1,1,3,36
"64018",1,4,6,6,3,6,5,6,2,2,4,5,2,3,5,2,3,2,4,1,3,2,6,5,1,2,5,50
"64020",1,6,6,6,NA,6,2,6,1,2,6,6,5,6,6,1,2,6,1,4,6,1,2,6,5,2,3,40
"64021",1,6,6,6,6,2,5,4,1,6,1,1,1,6,3,3,2,1,5,1,6,6,6,5,4,2,3,46
"64024",1,6,6,6,6,5,6,5,1,1,1,1,5,6,2,1,2,4,4,1,6,5,6,6,1,2,3,11
"64025",1,6,6,6,6,6,4,5,1,2,1,1,6,6,6,1,1,1,1,1,6,1,6,6,2,2,3,38
"64028",4,5,3,6,3,3,2,4,NA,4,4,4,4,5,2,1,1,2,2,1,6,4,5,5,2,2,3,22
"64029",5,5,5,5,5,5,6,5,5,NA,5,4,6,5,6,5,6,5,4,5,NA,6,5,5,6,1,1,16
"64030",5,3,4,4,4,4,1,3,3,4,6,6,1,1,1,2,4,3,4,3,6,1,3,5,2,2,NA,15
"64031",6,5,4,6,6,6,6,5,3,1,4,4,5,6,6,3,1,2,1,2,5,5,4,3,3,1,2,19
"64032",4,4,4,4,4,4,3,3,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,NA,3,2,1,20
"64033",1,5,4,5,4,2,3,3,1,6,3,3,2,2,5,3,2,3,5,3,3,3,4,6,2,2,5,29
"64036",2,6,4,6,5,4,5,5,2,2,4,2,6,6,3,2,2,5,4,3,5,4,3,6,3,2,3,25
"64044",3,6,5,3,5,3,3,5,5,4,5,6,2,4,4,6,6,4,5,6,4,4,3,5,4,1,3,25
"64046",2,5,4,3,4,4,4,4,3,3,5,5,3,4,4,5,5,5,4,5,3,3,4,5,2,1,3,25
"64047",1,5,5,2,3,3,4,3,3,4,4,4,5,3,6,6,6,5,6,6,5,1,6,6,1,2,3,21
"64049",3,4,1,6,4,2,1,6,2,6,6,6,1,1,3,2,4,1,6,1,6,1,1,6,1,2,3,19
"64050",1,6,5,6,5,5,1,4,3,4,3,2,1,4,1,1,2,2,4,4,4,5,3,2,2,2,3,40
"64051",2,5,6,5,6,5,5,6,NA,2,2,2,6,6,5,1,1,1,1,1,6,1,4,6,2,1,3,19
"64053",1,6,6,6,6,6,5,5,1,1,3,2,5,5,6,2,2,1,1,1,6,1,5,6,4,2,4,38
