"","id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp"
"24576","gosligo01",1932,1,"SLA","AL",150,572,88,171,28,9,17,104,12,9,92,35,NA,2,1,NA,NA
"24580","grovele01",1932,1,"PHA","AL",44,107,10,18,1,0,4,12,0,0,5,51,NA,0,4,NA,NA
"24583","hadlebu01",1932,1,"CHA","AL",3,6,0,1,0,0,0,0,0,0,0,2,NA,0,0,NA,NA
"24584","hadlebu01",1932,2,"SLA","AL",40,78,4,22,3,1,0,6,0,0,8,14,NA,0,6,NA,NA
"24585","hardeme01",1932,1,"CLE","AL",39,94,11,17,7,1,0,13,0,0,5,25,NA,0,2,NA,NA
"24588","haywora01",1932,1,"DET","AL",109,338,41,99,20,2,2,44,1,1,31,22,NA,1,4,NA,NA
"24593","hoagmy01",1932,1,"NYA","AL",46,54,18,20,5,0,1,7,1,1,7,13,NA,0,0,NA,NA
"24597","hudliwi01",1932,1,"CLE","AL",33,64,10,13,2,0,0,10,0,0,6,14,NA,2,3,NA,NA
"24598","jamiech01",1932,1,"CLE","AL",16,16,0,1,1,0,0,0,0,0,2,3,NA,1,0,NA,NA
"24606","jonessa01",1932,1,"CHA","AL",39,57,12,11,2,0,0,5,1,0,9,22,NA,0,8,NA,NA
"24608","judgejo01",1932,1,"WS1","AL",82,291,45,75,16,3,3,29,3,3,37,19,NA,1,2,NA,NA
"24618","kressre01",1932,1,"SLA","AL",14,52,2,9,0,1,2,9,1,1,4,6,NA,0,1,NA,NA
"24619","kressre01",1932,2,"CHA","AL",135,515,83,147,42,4,9,57,6,3,47,36,NA,1,6,NA,NA
"24620","kuheljo01",1932,1,"WS1","AL",101,347,52,101,21,5,4,52,5,2,32,19,NA,1,0,NA,NA
"24621","laryly01",1932,1,"NYA","AL",91,280,56,65,14,4,3,39,9,3,52,28,NA,3,4,NA,NA
"24623","lazzeto01",1932,1,"NYA","AL",142,510,79,153,28,16,15,113,11,11,82,64,NA,2,7,NA,NA
"24628","lyonste01",1932,1,"CHA","AL",49,73,11,19,2,1,1,10,0,0,4,10,NA,1,6,NA,NA
"24629","macfada01",1932,1,"BOS","AL",12,25,0,3,1,0,0,3,0,0,0,14,NA,0,2,NA,NA
"24630","macfada01",1932,2,"NYA","AL",17,49,7,5,3,0,0,2,0,0,2,15,NA,0,2,NA,NA
"24633","manushe01",1932,1,"WS1","AL",149,625,121,214,41,14,14,116,7,2,36,29,NA,5,11,NA,NA
"24635","marbefi01",1932,1,"WS1","AL",54,66,5,11,1,1,0,7,0,0,2,12,NA,0,0,NA,NA
"24643","mcmanma01",1932,1,"BOS","AL",93,302,39,71,19,4,5,24,1,2,36,30,NA,0,5,NA,NA
"24644","mcnaier01",1932,1,"PHA","AL",135,554,87,158,47,3,18,95,8,4,28,29,NA,3,6,NA,NA
"24648","millebi02",1932,1,"PHA","AL",95,305,40,90,17,4,7,58,7,3,20,11,NA,2,3,NA,NA
"24659","myattgl01",1932,1,"CLE","AL",82,252,45,62,12,1,8,46,2,2,27,21,NA,3,10,NA,NA
"24660","myerbu01",1932,1,"WS1","AL",143,577,120,161,38,16,5,52,12,7,69,33,NA,4,11,NA,NA
"24666","pennohe01",1932,1,"NYA","AL",22,53,4,8,2,0,0,6,0,0,7,5,NA,0,5,NA,NA
"24683","ricesa01",1932,1,"WS1","AL",106,288,58,93,16,7,1,34,7,4,32,6,NA,0,3,NA,NA
"24690","ruelmu01",1932,1,"DET","AL",51,136,10,32,4,2,0,18,1,0,17,6,NA,0,2,NA,NA
"24691","ruffire01",1932,1,"NYA","AL",55,124,20,38,6,1,3,19,0,0,6,10,NA,0,2,NA,NA
"24692","russeja01",1932,1,"BOS","AL",13,11,1,1,0,0,0,0,0,0,0,6,NA,0,1,NA,NA
"24693","russeja01",1932,2,"CLE","AL",18,40,2,12,1,1,0,5,0,0,2,11,NA,0,1,NA,NA
"24694","ruthba01",1932,1,"NYA","AL",133,457,120,156,13,5,41,137,2,2,130,62,NA,2,0,NA,NA
"24705","sewellu01",1932,1,"CLE","AL",87,300,36,76,20,2,2,52,4,5,38,24,NA,0,5,NA,NA
"24707","simmoal01",1932,1,"PHA","AL",154,670,144,216,28,9,35,151,4,2,47,76,NA,1,0,NA,NA
"24725","thomato02",1932,1,"CHA","AL",12,13,2,1,1,0,0,0,0,0,0,5,NA,0,1,NA,NA
"24726","thomato02",1932,2,"WS1","AL",18,42,4,10,2,0,0,10,0,0,2,9,NA,0,1,NA,NA
"24727","uhlege01",1932,1,"DET","AL",38,55,2,10,3,1,0,4,0,0,6,5,NA,0,2,NA,NA
"24730","walberu01",1932,1,"PHA","AL",41,94,8,16,2,0,0,8,0,0,5,16,NA,0,9,NA,NA
"24731","walkege02",1932,1,"DET","AL",127,480,71,155,32,6,8,78,30,6,13,38,NA,3,5,NA,NA
"24742","westsa01",1932,1,"WS1","AL",146,554,88,159,27,12,6,83,4,5,48,57,NA,1,9,NA,NA
"24743","whiteea01",1932,1,"DET","AL",33,90,9,22,4,0,0,7,0,0,4,19,NA,0,5,NA,NA
"24748","wyattwh01",1932,1,"DET","AL",43,78,7,15,2,0,2,9,0,0,2,16,NA,0,1,NA,NA
"24752","allenet01",1932,1,"NY1","NL",54,103,13,18,6,2,1,7,0,NA,1,12,NA,2,1,NA,NA
"24756","bartedi01",1932,1,"PHI","NL",154,614,118,189,48,7,1,53,8,NA,64,47,NA,6,35,NA,NA
"24760","bentola01",1932,1,"CIN","NL",35,54,8,11,1,0,0,1,0,NA,3,11,NA,0,5,NA,NA
"24768","bottoji01",1932,1,"SLN","NL",91,311,45,92,16,3,11,48,2,NA,25,32,NA,1,2,NA,NA
"24772","bressru01",1932,1,"PHI","NL",27,83,9,19,6,1,0,6,0,NA,2,5,NA,0,1,NA,NA
"24773","bressru01",1932,2,"SLN","NL",10,19,0,3,0,0,0,2,0,NA,0,1,NA,0,2,NA,NA
"24777","bushgu01",1932,1,"CHN","NL",40,84,6,15,2,1,0,1,0,NA,4,12,NA,0,6,NA,NA
"24792","cuccito01",1932,1,"BRO","NL",154,597,76,168,32,6,12,77,5,NA,46,47,NA,4,9,NA,NA
"24795","cuyleki01",1932,1,"CHN","NL",110,446,58,130,19,9,10,77,9,NA,29,43,NA,4,10,NA,NA
"24797","davissp01",1932,1,"PHI","NL",125,402,44,135,23,5,14,70,1,NA,40,39,NA,2,4,NA,NA
"24803","derripa01",1932,1,"SLN","NL",39,73,8,13,4,0,0,4,0,NA,2,11,NA,1,3,NA,NA
"24807","durocle01",1932,1,"CIN","NL",143,457,43,99,22,5,1,33,3,NA,36,40,NA,1,10,NA,NA
"24815","fitzsfr01",1932,1,"NY1","NL",35,86,10,19,3,1,2,10,0,NA,0,12,NA,1,6,NA,NA
"24817","fordho01",1932,1,"SLN","NL",1,2,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA
"24818","fordho01",1932,2,"BSN","NL",40,95,9,26,5,2,0,6,0,NA,6,9,NA,1,4,NA,NA
"24821","frencla01",1932,1,"PIT","NL",47,92,7,19,3,1,0,4,1,NA,1,16,NA,0,4,NA,NA
"24824","fribebe01",1932,1,"PHI","NL",61,154,17,37,8,2,0,14,0,NA,19,23,NA,0,5,NA,NA
"24825","friscfr01",1932,1,"SLN","NL",115,486,59,142,26,2,3,60,18,NA,25,13,NA,0,2,NA,NA
"24830","gonzami01",1932,1,"SLN","NL",17,14,0,2,0,0,0,3,0,NA,0,2,NA,0,0,NA,NA
"24834","grimebu01",1932,1,"CHN","NL",30,44,4,11,1,0,0,5,1,NA,0,9,NA,1,5,NA,NA
"24835","grimmch01",1932,1,"CHN","NL",149,570,66,175,42,2,7,80,2,NA,35,22,NA,2,9,NA,NA
"24838","hackst01",1932,1,"CHN","NL",72,178,32,42,5,6,2,19,5,NA,17,16,NA,1,2,NA,NA
"24840","haineje01",1932,1,"SLN","NL",20,27,1,5,0,0,1,3,0,NA,0,2,NA,0,4,NA,NA
"24845","hartnga01",1932,1,"CHN","NL",121,406,52,110,25,3,12,52,0,NA,51,59,NA,1,4,NA,NA
"24847","heathcl01",1932,1,"CIN","NL",8,3,3,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA
"24848","heathcl01",1932,2,"PHI","NL",30,39,7,11,2,0,1,5,0,NA,3,3,NA,0,2,NA,NA
"24850","heilmha01",1932,1,"CIN","NL",15,31,3,8,2,0,0,6,0,NA,0,2,NA,0,0,NA,NA
"24852","hemslro01",1932,1,"CHN","NL",60,151,27,36,10,3,4,20,2,NA,10,16,NA,0,4,NA,NA
"24856","hermabi01",1932,1,"CHN","NL",154,656,102,206,42,7,1,51,14,NA,40,33,NA,5,22,NA,NA
"24864","hornsro01",1932,1,"CHN","NL",19,58,10,13,2,0,1,7,0,NA,10,4,NA,2,0,NA,NA
"24865","hoytwa01",1932,1,"BRO","NL",8,6,0,0,0,0,0,0,0,NA,0,2,NA,0,0,NA,NA
"24866","hoytwa01",1932,2,"NY1","NL",18,31,1,3,1,0,0,1,0,NA,0,4,NA,0,2,NA,NA
"24867","hubbeca01",1932,1,"NY1","NL",40,108,11,26,3,1,1,6,0,NA,2,11,NA,0,4,NA,NA
"24870","jackstr01",1932,1,"NY1","NL",52,195,23,50,17,1,4,38,1,NA,13,16,NA,2,1,NA,NA
"24872","johnssi01",1932,1,"CIN","NL",42,80,3,10,0,0,0,3,0,NA,3,15,NA,0,2,NA,NA
"24873","johnssy01",1932,1,"SLN","NL",32,51,0,10,1,0,0,5,0,NA,0,13,NA,0,3,NA,NA
"24876","jurgebi01",1932,1,"CHN","NL",115,396,40,100,24,4,2,52,1,NA,19,26,NA,1,10,NA,NA
"24877","kellyge01",1932,1,"BRO","NL",64,202,23,49,9,1,4,22,0,NA,22,27,NA,0,2,NA,NA
"24878","kleinch01",1932,1,"PHI","NL",154,650,152,226,50,15,38,137,20,NA,60,49,NA,1,0,NA,NA
"24891","lombaer01",1932,1,"CIN","NL",118,413,43,125,22,9,11,68,0,NA,41,19,NA,4,0,NA,NA
"24892","lopezal01",1932,1,"BRO","NL",126,404,44,111,18,6,1,43,3,NA,34,35,NA,0,6,NA,NA
"24893","lucasre01",1932,1,"CIN","NL",76,150,13,43,11,2,0,19,0,NA,10,9,NA,1,3,NA,NA
"24894","luquedo01",1932,1,"NY1","NL",38,25,1,1,1,0,0,0,0,NA,2,6,NA,0,0,NA,NA
"24897","mancugu01",1932,1,"SLN","NL",103,310,25,88,23,1,5,43,0,NA,30,15,NA,0,4,NA,NA
"24900","maranra01",1932,1,"BSN","NL",149,571,67,134,20,4,0,37,4,NA,46,28,NA,3,15,NA,NA
"24906","medwijo01",1932,1,"SLN","NL",26,106,13,37,12,1,2,12,3,NA,2,10,NA,1,0,NA,NA
"24908","mitchcl01",1932,1,"NY1","NL",8,10,2,2,0,0,0,0,0,NA,1,1,NA,0,0,NA,NA
"24917","newsobo01",1932,1,"CHN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24920","ofarrbo01",1932,1,"NY1","NL",50,67,7,16,3,0,0,8,0,NA,11,10,NA,1,1,NA,NA
"24923","ottme01",1932,1,"NY1","NL",154,566,119,180,30,8,38,123,6,NA,100,39,NA,4,3,NA,NA
"24928","picinva01",1932,1,"BRO","NL",41,70,8,18,6,0,1,11,0,NA,4,8,NA,0,0,NA,NA
"24933","quinnja01",1932,1,"BRO","NL",42,20,0,4,1,0,0,3,0,NA,1,5,NA,0,3,NA,NA
"24940","rixeyep01",1932,1,"CIN","NL",25,34,2,9,1,0,0,1,0,NA,1,7,NA,0,0,NA,NA
"24942","rootch01",1932,1,"CHN","NL",39,76,4,13,1,0,1,10,0,NA,0,29,NA,0,2,NA,NA
"24950","sherdbi01",1932,1,"BSN","NL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24951","sherdbi01",1932,2,"SLN","NL",3,1,1,1,1,0,0,0,0,NA,0,0,NA,0,0,NA,NA
"24956","smithbo02",1932,1,"CHN","NL",36,42,5,10,4,1,0,4,1,NA,0,2,NA,0,0,NA,NA
"24972","tayloza02",1932,1,"CHN","NL",21,30,2,6,1,0,0,3,0,NA,1,4,NA,0,1,NA,NA
"24976","theveto01",1932,1,"PIT","NL",59,194,12,46,3,3,0,26,0,NA,7,12,NA,0,3,NA,NA
"24983","traynpi01",1932,1,"PIT","NL",135,513,74,169,27,10,2,68,6,NA,32,20,NA,4,7,NA,NA
"24985","vanceda01",1932,1,"BRO","NL",27,56,2,5,0,0,0,3,0,NA,4,12,NA,0,5,NA,NA
"24990","waltebu01",1932,1,"BSN","NL",22,75,8,14,3,1,0,4,0,NA,2,18,NA,0,6,NA,NA
"24991","wanerll01",1932,1,"PIT","NL",134,565,90,188,27,11,2,38,6,NA,31,11,NA,0,3,NA,NA
"24992","wanerpa01",1932,1,"PIT","NL",154,630,107,215,62,10,8,82,13,NA,56,24,NA,2,9,NA,NA
"24993","warnelo01",1932,1,"CHN","NL",35,99,8,19,1,1,0,9,0,NA,3,20,NA,0,4,NA,NA
"25000","wilsoji01",1932,1,"SLN","NL",92,274,36,68,16,2,2,28,9,NA,15,18,NA,1,2,NA,NA
"25006","zachato01",1932,1,"BSN","NL",33,77,5,21,3,1,0,7,0,NA,5,13,NA,0,0,NA,NA
"25008","allenjo02",1933,1,"NYA","AL",25,72,7,13,1,1,0,3,0,0,4,16,NA,0,2,NA,NA
"25010","altroni01",1933,1,"WS1","AL",1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA
"25012","applepe01",1933,1,"NYA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25013","applilu01",1933,1,"CHA","AL",151,612,90,197,36,10,6,85,6,11,56,29,NA,0,2,NA,NA
"25018","bergmo01",1933,1,"WS1","AL",40,65,8,12,3,0,2,9,0,0,4,5,NA,0,3,NA,NA
"25022","bluegos01",1933,1,"WS1","AL",140,501,63,131,14,0,6,71,6,7,55,34,NA,3,21,NA,NA
"25029","bridgto01",1933,1,"DET","AL",33,78,5,16,2,2,0,5,0,0,7,17,NA,0,7,NA,NA
"25030","browncl01",1933,1,"CLE","AL",34,62,4,9,1,0,0,3,1,0,2,6,NA,0,3,NA,NA
"25041","chapmbe01",1933,1,"NYA","AL",147,565,112,176,36,4,9,98,27,18,72,45,NA,4,10,NA,NA
"25047","coffmdi01",1933,1,"SLA","AL",21,27,0,1,1,0,0,3,0,0,2,14,NA,0,0,NA,NA
"25054","cramedo01",1933,1,"PHA","AL",152,661,109,195,27,8,8,75,5,4,36,24,NA,0,21,NA,NA
"25055","cronijo01",1933,1,"WS1","AL",152,602,89,186,45,11,5,118,5,4,87,49,NA,2,5,NA,NA
"25056","crosefr01",1933,1,"NYA","AL",136,451,71,114,20,5,9,60,4,1,55,40,NA,2,5,NA,NA
"25062","dickebi01",1933,1,"NYA","AL",130,478,58,152,24,8,14,97,3,4,47,14,NA,2,5,NA,NA
"25063","dietrbi01",1933,1,"PHA","AL",8,3,0,1,1,0,0,2,0,0,1,2,NA,0,0,NA,NA
"25066","dykesji01",1933,1,"CHA","AL",151,554,49,144,22,6,1,68,3,7,69,37,NA,12,6,NA,NA
"25069","faberre01",1933,1,"CHA","AL",36,18,0,0,0,0,0,0,0,0,0,6,NA,0,1,NA,NA
"25071","ferreri01",1933,1,"SLA","AL",22,72,8,18,2,0,1,5,2,0,12,4,NA,0,1,NA,NA
"25072","ferreri01",1933,2,"BOS","AL",118,421,50,125,19,4,3,72,2,2,58,19,NA,2,14,NA,NA
"25073","ferrewe01",1933,1,"CLE","AL",61,140,26,38,7,0,7,26,0,0,20,22,NA,0,1,NA,NA
"25074","finnelo01",1933,1,"PHA","AL",74,240,26,64,12,2,3,32,1,3,13,17,NA,1,3,NA,NA
"25079","foxxji01",1933,1,"PHA","AL",149,573,125,204,37,9,48,163,2,2,96,93,NA,1,0,NA,NA
"25083","fribebe01",1933,1,"BOS","AL",17,41,5,13,3,0,0,9,0,0,6,1,NA,0,1,NA,NA
"25089","gehrich01",1933,1,"DET","AL",155,628,103,204,42,6,12,105,5,4,68,27,NA,3,6,NA,NA
"25090","gehrilo01",1933,1,"NYA","AL",152,593,138,198,41,12,32,139,9,13,92,42,NA,1,1,NA,NA
"25094","gosligo01",1933,1,"WS1","AL",132,549,97,163,35,10,10,64,5,2,42,32,NA,1,7,NA,NA
"25098","grovele01",1933,1,"PHA","AL",45,105,9,9,4,0,1,7,0,0,4,43,NA,0,4,NA,NA
"25102","hadlebu01",1933,1,"SLA","AL",45,109,3,17,2,0,0,8,0,0,8,17,NA,0,6,NA,NA
"25106","hardeme01",1933,1,"CLE","AL",44,84,2,16,3,0,1,5,0,0,2,26,NA,0,2,NA,NA
"25108","hayesfr01",1933,1,"PHA","AL",3,5,0,0,0,0,0,0,0,0,0,2,NA,0,0,NA,NA
"25110","haywora01",1933,1,"DET","AL",134,425,37,104,14,3,1,45,0,0,35,28,NA,0,4,NA,NA
"25112","hemslro01",1933,2,"SLA","AL",32,95,7,23,2,1,1,15,0,0,11,12,NA,0,1,NA,NA
"25115","higgipi01",1933,1,"PHA","AL",152,567,85,178,34,12,13,99,2,7,61,53,NA,2,5,NA,NA
"25119","hornsro01",1933,2,"SLA","AL",11,9,2,3,1,0,1,2,0,0,2,1,NA,0,0,NA,NA
"25120","hudliwi01",1933,1,"CLE","AL",34,41,1,6,0,0,1,3,0,0,2,13,NA,1,5,NA,NA
"25126","jonessa01",1933,1,"CHA","AL",37,58,10,9,1,0,0,3,1,1,8,10,NA,0,1,NA,NA
"25128","judgejo01",1933,2,"BOS","AL",35,108,20,32,8,1,0,22,2,1,13,4,NA,0,5,NA,NA
"25135","kressre01",1933,1,"CHA","AL",129,467,47,116,20,5,10,78,4,4,37,40,NA,0,7,NA,NA
"25136","kuheljo01",1933,1,"WS1","AL",153,602,89,194,34,10,11,107,17,8,59,48,NA,2,11,NA,NA
"25137","laryly01",1933,1,"NYA","AL",52,127,25,28,3,3,0,13,2,1,28,17,NA,0,3,NA,NA
"25139","lazzeto01",1933,1,"NYA","AL",139,523,94,154,22,12,18,104,15,7,73,62,NA,2,4,NA,NA
"25140","leeth01",1933,1,"CLE","AL",3,8,2,3,0,1,0,3,0,0,0,2,NA,0,0,NA,NA
"25145","lyonste01",1933,1,"CHA","AL",51,91,11,26,2,1,1,11,0,1,4,6,NA,0,1,NA,NA
"25146","macfada01",1933,1,"NYA","AL",25,34,2,1,0,0,0,0,0,0,1,15,NA,0,1,NA,NA
"25149","manushe01",1933,1,"WS1","AL",153,658,115,221,32,17,5,95,6,4,36,18,NA,2,8,NA,NA
"25150","marbefi01",1933,1,"DET","AL",37,90,6,11,4,0,0,3,0,0,1,20,NA,0,3,NA,NA
"25158","mcmanma01",1933,1,"BOS","AL",106,366,51,104,30,4,3,36,3,0,49,21,NA,0,13,NA,NA
"25159","mcnaier01",1933,1,"PHA","AL",89,310,57,81,15,4,7,48,2,1,15,32,NA,3,2,NA,NA
"25162","millebi02",1933,1,"PHA","AL",67,120,22,33,7,1,2,17,4,2,12,7,NA,1,0,NA,NA
"25169","myattgl01",1933,1,"CLE","AL",40,77,10,18,4,0,0,7,0,1,15,8,NA,2,0,NA,NA
"25170","myerbu01",1933,1,"WS1","AL",131,530,95,160,29,15,4,61,6,8,60,29,NA,1,10,NA,NA
"25178","pennohe01",1933,1,"NYA","AL",23,21,0,5,0,0,0,1,0,0,0,5,NA,0,6,NA,NA
"25192","ricesa01",1933,1,"WS1","AL",73,85,19,25,4,3,1,12,0,2,2,7,NA,2,0,NA,NA
"25194","rowesc01",1933,1,"DET","AL",21,50,6,11,1,0,0,6,0,0,1,4,NA,0,2,NA,NA
"25196","ruelmu01",1933,1,"SLA","AL",36,63,13,12,2,0,0,8,0,0,24,4,NA,0,0,NA,NA
"25197","ruffire01",1933,1,"NYA","AL",55,115,10,29,3,1,2,13,0,0,7,15,NA,0,2,NA,NA
"25198","russeja01",1933,1,"WS1","AL",50,34,5,5,0,0,0,3,0,0,3,13,NA,0,2,NA,NA
"25199","ruthba01",1933,1,"NYA","AL",137,459,97,138,21,3,34,103,4,5,114,90,NA,2,0,NA,NA
"25205","sewellu01",1933,1,"WS1","AL",141,474,65,125,30,4,2,61,7,2,48,24,NA,3,11,NA,NA
"25208","simmoal01",1933,1,"CHA","AL",146,605,85,200,29,10,14,119,5,1,39,49,NA,2,2,NA,NA
"25220","thomato02",1933,1,"WS1","AL",35,42,5,10,0,0,0,2,0,0,4,4,NA,0,6,NA,NA
"25224","uhlege01",1933,1,"DET","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25225","uhlege01",1933,3,"NYA","AL",12,20,1,8,1,0,0,1,0,0,4,2,NA,0,1,NA,NA
"25228","walberu01",1933,1,"PHA","AL",41,68,4,9,3,1,0,6,0,1,5,10,NA,0,7,NA,NA
"25229","walkedi02",1933,1,"NYA","AL",98,328,68,90,15,7,15,51,2,2,26,28,NA,1,4,NA,NA
"25230","walkege02",1933,1,"DET","AL",127,483,68,135,29,7,9,64,26,9,15,49,NA,2,6,NA,NA
"25231","waltebu01",1933,1,"BOS","AL",52,195,27,50,8,3,4,28,1,1,19,24,NA,1,10,NA,NA
"25242","westsa01",1933,1,"SLA","AL",133,517,93,155,25,12,11,48,10,8,59,49,NA,1,5,NA,NA
"25243","whiteea01",1933,1,"WS1","AL",40,108,7,24,2,1,0,11,0,0,6,14,NA,0,5,NA,NA
"25248","wyattwh01",1933,1,"DET","AL",10,2,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA
"25249","wyattwh01",1933,2,"CHA","AL",26,28,5,6,1,0,0,2,0,0,1,3,NA,0,1,NA,NA
"25253","allenet01",1933,1,"SLN","NL",91,261,25,63,7,3,0,36,3,NA,13,22,NA,1,6,NA,4
"25254","bartedi01",1933,1,"PHI","NL",152,587,78,159,25,5,1,37,6,NA,56,46,NA,5,37,NA,8
"25258","bentola01",1933,1,"CIN","NL",34,53,4,9,0,0,0,2,0,NA,1,14,NA,1,2,NA,2
"25266","bottoji01",1933,1,"CIN","NL",145,549,57,137,23,9,13,83,3,NA,42,28,NA,7,11,NA,13
"25272","bushgu01",1933,1,"CHN","NL",41,88,4,11,4,0,0,3,0,NA,8,16,NA,0,5,NA,3
"25291","cuccito01",1933,1,"BRO","NL",134,485,58,122,31,4,9,65,4,NA,44,40,NA,2,6,NA,20
"25292","cuyleki01",1933,1,"CHN","NL",70,262,37,83,13,3,5,35,4,NA,21,29,NA,4,7,NA,10
"25295","davissp01",1933,1,"PHI","NL",141,495,51,173,28,3,9,65,2,NA,32,24,NA,5,8,NA,21
"25300","derripa01",1933,1,"SLN","NL",3,5,0,0,0,0,0,0,0,NA,0,1,NA,0,0,NA,0
"25301","derripa01",1933,2,"CIN","NL",33,76,5,14,0,0,0,4,0,NA,1,14,NA,1,2,NA,3
"25307","durocle01",1933,1,"CIN","NL",16,51,6,11,1,0,1,3,0,NA,4,5,NA,0,3,NA,3
"25308","durocle01",1933,2,"SLN","NL",123,395,45,102,18,4,2,41,3,NA,26,32,NA,1,8,NA,13
"25314","fitzsfr01",1933,1,"NY1","NL",36,95,3,19,3,1,2,6,0,NA,1,14,NA,0,3,NA,3
"25316","fordho01",1933,1,"BSN","NL",5,15,0,1,0,0,0,1,0,NA,3,1,NA,0,0,NA,4
"25319","frencla01",1933,1,"PIT","NL",47,101,7,15,0,2,0,8,0,NA,5,17,NA,0,3,NA,3
"25321","freylo01",1933,1,"BRO","NL",34,135,25,43,5,3,0,12,4,NA,13,13,NA,0,2,NA,4
"25322","friscfr01",1933,1,"SLN","NL",147,585,74,177,32,6,4,66,18,NA,48,16,NA,3,10,NA,20
"25327","grimebu01",1933,1,"CHN","NL",17,20,1,3,0,0,0,4,0,NA,1,4,NA,0,2,NA,1
"25328","grimebu01",1933,2,"SLN","NL",4,5,1,1,1,0,0,1,0,NA,0,1,NA,0,0,NA,0
"25329","grimmch01",1933,1,"CHN","NL",107,384,38,95,15,2,3,37,1,NA,23,15,NA,0,6,NA,16
"25331","hackst01",1933,1,"CHN","NL",20,60,10,21,3,1,1,2,4,NA,8,3,NA,3,0,NA,0
"25333","haineje01",1933,1,"SLN","NL",33,30,1,2,1,0,0,1,0,NA,1,8,NA,0,1,NA,0
"25338","hartnga01",1933,1,"CHN","NL",140,490,55,135,21,4,16,88,1,NA,37,51,NA,0,8,NA,17
"25341","hemslro01",1933,1,"CIN","NL",49,116,9,22,8,0,0,7,0,NA,6,8,NA,0,0,NA,6
"25345","hermabi01",1933,1,"CHN","NL",153,619,82,173,35,2,0,44,5,NA,45,34,NA,4,13,NA,21
"25351","hornsro01",1933,1,"SLN","NL",46,83,9,27,6,0,2,21,1,NA,12,6,NA,2,0,NA,3
"25352","hoytwa01",1933,1,"PIT","NL",36,32,1,5,0,0,0,5,0,NA,0,2,NA,0,0,NA,1
"25353","hubbeca01",1933,1,"NY1","NL",45,109,6,20,2,1,1,12,0,NA,2,18,NA,0,5,NA,2
"25358","jackstr01",1933,1,"NY1","NL",53,122,11,30,5,0,0,12,2,NA,8,11,NA,0,4,NA,3
"25361","johnssi01",1933,1,"CIN","NL",34,72,1,3,1,0,0,0,0,NA,1,24,NA,0,3,NA,0
"25362","johnssy01",1933,1,"SLN","NL",35,21,0,5,0,0,0,1,0,NA,0,4,NA,0,1,NA,0
"25365","judgejo01",1933,1,"BRO","NL",42,112,7,24,2,1,0,9,1,NA,7,10,NA,0,2,NA,3
"25366","jurgebi01",1933,1,"CHN","NL",143,487,49,131,17,6,5,50,3,NA,26,39,NA,5,8,NA,19
"25367","kleinch01",1933,1,"PHI","NL",152,606,101,223,44,7,28,120,15,NA,56,36,NA,1,4,NA,3
"25376","leonadu02",1933,1,"BRO","NL",10,11,1,0,0,0,0,0,0,NA,0,1,NA,0,2,NA,1
"25383","lombaer01",1933,1,"CIN","NL",107,350,30,99,21,1,4,47,2,NA,16,17,NA,4,3,NA,26
"25384","lopezal01",1933,1,"BRO","NL",126,372,39,112,11,4,3,41,10,NA,21,39,NA,0,10,NA,9
"25386","lucasre01",1933,1,"CIN","NL",75,122,14,35,6,1,1,15,0,NA,12,6,NA,1,2,NA,3
"25387","luquedo01",1933,1,"NY1","NL",35,19,0,5,0,0,0,1,0,NA,0,2,NA,0,0,NA,1
"25390","mancugu01",1933,1,"NY1","NL",144,481,39,127,17,2,6,56,0,NA,48,21,NA,0,11,NA,15
"25393","maranra01",1933,1,"BSN","NL",143,478,46,104,15,4,0,38,2,NA,36,34,NA,1,17,NA,17
"25397","medwijo01",1933,1,"SLN","NL",148,595,92,182,40,10,18,98,5,NA,26,56,NA,2,3,NA,15
"25401","moorege03",1933,1,"SLN","NL",11,38,6,15,3,2,0,8,1,NA,4,10,NA,0,0,NA,1
"25413","ofarrbo01",1933,1,"SLN","NL",55,163,16,39,4,2,2,20,0,NA,15,25,NA,0,1,NA,4
"25415","ottme01",1933,1,"NY1","NL",152,580,98,164,36,1,23,103,1,NA,75,48,NA,2,4,NA,10
"25423","picinva01",1933,1,"BRO","NL",6,6,1,1,1,0,0,0,0,NA,0,1,NA,0,0,NA,0
"25424","picinva01",1933,2,"PIT","NL",16,52,6,13,4,0,1,7,0,NA,5,10,NA,0,3,NA,1
"25427","quinnja01",1933,1,"CIN","NL",14,1,0,0,0,0,0,0,0,NA,0,1,NA,0,0,NA,0
"25433","rixeyep01",1933,1,"CIN","NL",16,35,2,9,0,1,0,6,0,NA,1,7,NA,0,0,NA,2
"25436","rootch01",1933,1,"CHN","NL",35,85,1,8,3,0,0,0,0,NA,4,22,NA,0,4,NA,2
