Event_id,cause_of_death,CartoDB_Cause_of_death,dataset,date,quarter,Date-month,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,latlong,Somme Dedoublement,name,route,source,source_url
35473,asphyxiated,drowning or exhaustion related death,United,2004-08-20T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"stowaway, dead body found in Playa de Palmones-Los Barrios, Cadiz (E) (Aug 20, 2004)",barrios,43.351149,-8.185424,"43.351149, -8.185424",12,"Event at Barrios on Aug 20, 2004",Western Mediteranean route,LOP/MUGAK/APDHA/Statewatch,
35474,suicide - other,suicide,United,2004-08-19T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"suicide , found dead in detention centre in Rotterdam (NL), in fear of deportation (Aug 19, 2004)",rotterdam,51.924216,4.481776,"51.924216, 4.481776",2,"Event at Rotterdam on Aug 19, 2004",,MNS/VK,
35475,drowned,drowning or exhaustion related death,United,2004-08-16T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,14,"drowned, found dead on the beach of El-AaiÀôn, West Sahara (MA) (Aug 16, 2004)",sahara,23.803497,11.291889,"23.803497, 11.291889",234,"Event at Sahara on Aug 16, 2004",Western African route,APDHA,
35477,drowned,drowning or exhaustion related death,United,2004-08-15T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,4,"drowned, found dead on the beach of El-AaiÀôn, West Sahara (MA) (Aug 15, 2004)",sahara,23.803497,11.291889,"23.803497, 11.291889",234,"Event at Sahara on Aug 15, 2004",Western Mediteranean route,APDHA,
35476,drowned,drowning or exhaustion related death,United,2004-08-15T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,16,"drowned, after boat capsized with 34 people on way to Canarias (E) (Aug 15, 2004). From Del Grande's data set (translated): Sinking boat just left from Laayoune to the Canary Islands. Recovered 18 bodies, the other 16 would be dispersed (Aug 16, 2004)",laayoun,27.153611,-13.203333,"27.153611, -13.203333",348,"Event at Laayoun on Aug 15, 2004",Western African route,APDHA,http://docs.google.com/viewer?url=http://www.december18.net/web/docpapers/doc2321.pdf
35478,unknown,unknown - supposedly exhaustion related death,United,2004-08-14T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"arm belonging to an asylum seeker found near Uznach (CH) (Aug 14, 2004)","Uznach, switzerland",47.225671,8.982832,"47.225671, 8.982832",1,"Event at Uznach, Switzerland on Aug 14, 2004",,Vivre,
35480,drowned,drowning or exhaustion related death,United,2004-08-12T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,32,"reportedly drowned; boat capsized with 39 people going to Fuerteventura (E) (Aug 12, 2004). From Del Grande's data set (translated): Boat rescued off the coast of Fuerteventura, in the Canary Islands. Passengers stand up to greet the rescued, but the boat capsizes. Killed 33 people, only 1 body recovered (Aug 14, 2004)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Aug 12, 2004",Western African route,MC/MP/ILM/MUGAK/APDHA/MNS/DS/ABC/Raz,http://www.elpais.com/articulo/espana/muerto/32/desaparecidos/volcar/patera/intercepto/Guardia/Civil/elpepiesp/20040814elpepinac_3/Tes
35479,drowned,drowning or exhaustion related death,United,2004-08-12T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"drowned, after boat capsized on its way  to Fuerteventura (E) (Aug 12, 2004)",fuerteventura,28.358744,-14.053676,"28.358744, -14.053676",488,"Event at Fuerteventura on Aug 12, 2004",Western African route,MC/MP/ILM/GRP/MUGAK/APDHA/MNS,
35482,drowned,drowning or exhaustion related death,Del grande,2004-08-09T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"Found the body of a drowned man along the beaches of Algeciras (Aug 10, 2004)",algeciras,36.132977,-5.453909,"36.132977, -5.453909",29,"Event at Algeciras on Aug 09, 2004",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/Interceptados/109/papeles/elpepiesp/20040810elpepinac_12/Tes
35481,unknown,unknown - supposedly exhaustion related death,Del grande,2004-08-09T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,41,"Sicily Channel: missing for two days two boats with 41 Somali (Aug 10, 2004)",sicily,37.599994,14.015356,"37.599994, 14.015356",363,"Event at Sicily on Aug 09, 2004",Central Mediteranean route,La Repubblica,http://archivio.repubblica.extra.kataweb.it/archivio
35483,suicide - other,suicide,United,2004-08-08T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"suicide, found in Merksplas (B) detention centre, was denied medical help for depression (Aug 8, 2004)",merksplas,51.35819,4.863547,"51.35819, 4.863547",4,"Event at Merksplas on Aug 08, 2004",,UE/MNS/sgcv,
35486,starved,drowning or exhaustion related death,United,2004-08-07T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"died in overcrowded boat trying to reach Italy from Libya, thrown off the boat (Aug 7, 2004)",libya,26.3351,17.228331,"26.3351, 17.228331",1371,"Event at Libya on Aug 07, 2004",Central Mediteranean route,CDS/Vivre,
35484,hypothermia,drowning or exhaustion related death,United,2004-08-07T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"died during rescue of an overcrowded boat trying to reach Italy from Libya (Aug 7, 2004)",libya,26.3351,17.228331,"26.3351, 17.228331",1371,"Event at Libya on Aug 07, 2004",Central Mediteranean route,Vivre/BBC/IRR/LaS/RO/LS/MUGAK/Vivre/LR,
35487,drowned,drowning or exhaustion related death,United,2004-08-07T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"found dead, floating off the beach of Punta Carnero, Algesiras (E) (Aug 7, 2004)",punta,28.569022,-16.324539,"28.569022, -16.324539",53,"Event at Punta on Aug 07, 2004",Western African route,APDHA,
35485,starved,drowning or exhaustion related death,United,2004-08-07T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,26,"died in overcrowded boat trying to reach I from Libia, bodies thrown overboard (Aug 7, 2004). From Del Grande's data set (translated): 28 deaths from starvation, hypothermia, dehydration during the crossing of the Strait of Sicily on a boat party from the African coast and thrown overboard by his companions travel (Aug 8, 2004)",sicily,37.599994,14.015356,"37.599994, 14.015356",363,"Event at Sicily on Aug 07, 2004",Central Mediteranean route,Vivre/BBC/IRR/LaS/RO/LS/MUGAK/LR/DS/VK,http://www.meltingpot.org/articolo3420.html
35488,blown in minefield,"violent accidental death (transport, blown in minefield...)",Del grande,2004-08-05T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,4,"One dead and 4 wounded on antipersonnel minefields in Evros in north-eastern border with Turkey (Aug 6, 2004)",evros,41.244376,26.135943,"41.244376, 26.135943",188,"Event at Evros on Aug 05, 2004",Eastern Mediteranean route Land,Ansa,http://dea.ansa.it/
35489,suicide - hanged,suicide,United,2004-08-05T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"hanged himself in refugee housing facility in GB, police refused to reveal details (Aug 5, 2004)",Great Britain,55.378051,-3.435973,"55.378051, -3.435973",23,"Event at Great Britain on Aug 05, 2004",,PAIH,
35490,drowned,drowning or exhaustion related death,United,2004-08-02T00:00:00Z,3Q2004,2004 -- 8,2004,0,0,1,"decomposed dead body found; reportedly tried to reach Ceuta (E/MA) by swimming (Aug 2, 2004)",ceuta,35.888384,-5.324636,"35.888384, -5.324636",213,"Event at Ceuta on Aug 02, 2004",Western Mediteranean route,MC,
35491,unknown,unknown - supposedly exhaustion related death,Del grande,2004-07-31T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,30,"Off the coast of Cadiz sinks a ship, 5 bodies recovered, 25 missing (Aug 1, 2004)",cadiz,36.527061,-6.288596,"36.527061, -6.288596",185,"Event at Cadiz on Jul 31, 2004",Western Mediteranean route,Rainews24,http://www.rainews24.it/Notizia.asp?NewsID=48429
35494,drowned,drowning or exhaustion related death,United,2004-07-30T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,3,"drowned near Punta Paloma in Tarifa (E), after patera capsized with 33 people (Jul 30, 2004)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Jul 30, 2004",Western Mediteranean route,MNS/MC/MUGAK/Terra/TN/Vivre,
35493,drowned,drowning or exhaustion related death,United,2004-07-30T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"drowned near Punta Paloma in Tarifa (E), after boat capsized with 33 people (Jul 30, 2004)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Jul 30, 2004",Western Mediteranean route,MNS/MC/MUGAK/Terra/TN/Vivre,
35492,drowned,drowning or exhaustion related death,United,2004-07-30T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"drowned near Punta Paloma in Tarifa (E), after boat capsized  (Jul 30, 2004)",tarifa,36.018776,-5.600819,"36.018776, -5.600819",492,"Event at Tarifa on Jul 30, 2004",Western Mediteranean route,ADN,
35495,drowned,drowning or exhaustion related death,United,2004-07-29T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,10,"reportedly drowned after boat capsized with 33 migrants near Punta Paloma (E) (Jul 29, 2004)",punta,28.569022,-16.324539,"28.569022, -16.324539",53,"Event at Punta on Jul 29, 2004",Western African route,APDHA,
35496,suicide - hanged,suicide,United,2004-07-29T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"suicide, found hanged in prison in Livorno (I), waiting to be put on trial (Jul 29, 2004)",livorno,43.548473,10.310567,"43.548473, 10.310567",15,"Event at Livorno on Jul 29, 2004",,RIS,
35497,suicide - hanged,suicide,United,2004-07-27T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"suicide, found hanged in prison in Busto Arsizio (I) after 4 days of detention (Jul 27, 2004)","Busto Arsizio, italy",45.611892,8.853127,"45.611892, 8.853127",1,"Event at Busto Arsizio, Italy on Jul 27, 2004",,RIS,
35498,drowned,drowning or exhaustion related death,United,2004-07-25T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"dead body found floating near the coast of Melilla (E/MA) (Jul 25, 2004). From Del Grande's data set (translated): Found by a wetting the corpse of a drowned man on a beach in Melilla (Jul 27, 2004)",melilla,35.292278,-2.938097,"35.292278, -2.938097",79,"Event at Melilla on Jul 25, 2004",Western Mediteranean route,MC/APDHA,http://www.elpais.com/articulo/espana/Hallado/cadaver/inmigrante/costa/Melilla/elpepiesp/20040727elpepinac_21/Tes
35499,suicide - hanged,suicide,United,2004-07-22T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"suicide, found hanged at Dungavel det. cr. (Scotland-GB),he was denied interpreter (Jul 22, 2004)",scotland,56.490671,-4.202646,"56.490671, -4.202646",2,"Event at Scotland on Jul 22, 2004",,IRR/SC/The Herald/NCADC,
35500,frozen,"violent accidental death (transport, blown in minefield...)",United,2004-07-20T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"stowaway, frozen in landing gear of airplain from Dominican Republic in Düsseldorf (Jul 20, 2004)",Düsseldorf,51.227741,6.773456,"51.227741, 6.773456",1,"Event at Düsseldorf on Jul 20, 2004",,SP,
35501,suicide - hanged,suicide,United,2004-07-18T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"suicide, hanged himself in Harmondsworth Centre (GB) in fear of deportation (Jul 18, 2004)",harmondsworth,51.487453,-0.475554,"51.487453, -0.475554",4,"Event at Harmondsworth on Jul 18, 2004",,IRR/MSN/ERB/NCADC,
35502,suicide - other,suicide,United,2004-07-10T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"suicide, fell from Colnbrook imm. Removal Centre (GB) trying to hang himself (Jul 10, 2004)",colnbrook,51.481969,-0.526243,"51.481969, -0.526243",3,"Event at Colnbrook on Jul 10, 2004",,NCADC/IRR/Inquest/PPO,
35503,unknown,unknown - supposedly exhaustion related death,United,2004-07-07T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"died during rescue attempt by Italian authorities in Siracusa (I) (Jul 7, 2004)",siracusa,37.075474,15.286586,"37.075474, 15.286586",14,"Event at Siracusa on Jul 07, 2004",Central Mediteranean route,ANA/ART,
35504,drowned,drowning or exhaustion related death,United,2004-07-05T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,9,"decomposing bodies were found in the southwest of the island of Crete (GR) (Jul 5, 2004)",crete,35.240117,24.809269,"35.240117, 24.809269",84,"Event at Crete on Jul 05, 2004",Eastern Mediteranean route Sea,ANSA,
35506,car accident,"violent accidental death (transport, blown in minefield...)",United,2004-07-04T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,1,"pregnant, killed in a collision with a train at alevel crossing in Hellin (E) (Jul 4, 2004)","Hellin, Spain",38.50957,-1.698922,"38.50957, -1.698922",5,"Event at Hellin, Spain on Jul 04, 2004",Western Mediteranean route,MNS,
35505,car accident,"violent accidental death (transport, blown in minefield...)",United,2004-07-04T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,4,"killed in a collision with a train at a level crossing in Hellin (E) (Jul 4, 2004)","Hellin, Spain",38.50957,-1.698922,"38.50957, -1.698922",5,"Event at Hellin, Spain on Jul 04, 2004",Western Mediteranean route,MNS,
35507,unknown,unknown - supposedly exhaustion related death,Del grande,2004-07-01T00:00:00Z,3Q2004,2004 -- 7,2004,0,0,30,"Shipwreck in the Sicilian Channel, 30 dead (Jul 2, 2004)",sicily,37.599994,14.015356,"37.599994, 14.015356",363,"Event at Sicily on Jul 01, 2004",Central Mediteranean route,La Repubblica,http://archivio.repubblica.extra.kataweb.it/archivio
35509,drowned,drowning or exhaustion related death,United,2004-06-28T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,6,"reportedly drowned after shipwreck near Capo Bon (TN) (Jun 28, 2004)",capo,38.158524,14.742693,"38.158524, 14.742693",75,"Event at Capo on Jun 28, 2004",Central Mediteranean route,LR,
35508,drowned,drowning or exhaustion related death,United,2004-06-28T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,9,"drowned after shipwreck near Capo Bon (TN) (Jun 28, 2004)",capo,38.158524,14.742693,"38.158524, 14.742693",75,"Event at Capo on Jun 28, 2004",Central Mediteranean route,LR,
35510,suicide - other,suicide,United,2004-06-24T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,1,"suicide, shot himself in his car after his asylum claim was refused (GB) (Jun 24, 2004)",Great Britain,55.378051,-3.435973,"55.378051, -3.435973",23,"Event at Great Britain on Jun 24, 2004",,SC/BBC/IRR/NCADC,
35511,drowned,drowning or exhaustion related death,United,2004-06-23T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,1,"drowned, dead body found near Lampedusa (I) (Jun 23, 2004). From Del Grande's data set (translated): Fished in Lampedusa the body of a drowned man (Jun 24, 2004)",lampedusa,35.508622,12.59292,"35.508622, 12.59292",3843,"Event at Lampedusa on Jun 23, 2004",Central Mediteranean route,ILM/Unipa,http://www.ilmanifesto.it/
35512,drowned,drowning or exhaustion related death,United,2004-06-13T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,1,"dead body found in Valez-Malaga beach (E), reportedly a refugee from a shipwreck (Jun 13, 2004)","Valez malaga, spain",36.779923,-4.100559,"36.779923, -4.100559",1,"Event at Valez Malaga, Spain on Jun 13, 2004",Western Mediteranean route,MC/APDHA,
35513,lack of medical care,drowning or exhaustion related death,United,2004-06-13T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,1,"no medical care, died on way from recemption camp in Eindhoven (NL) to hospital (Jun 13, 2004)","Eindhoven, netherlands",51.441642,5.469722,"51.441642, 5.469722",1,"Event at Eindhoven, Netherlands on Jun 13, 2004",,EindhovensDagblad/MAG/VK,
35514,drowned,drowning or exhaustion related death,Del grande,2004-06-06T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,13,"Found the remains of 13 men drowned, along the shores of the islet of Koufonissi, south of Crete (Jun 7, 2004)",crete,35.240117,24.809269,"35.240117, 24.809269",84,"Event at Crete on Jun 06, 2004",Eastern Mediteranean route Sea,Kathimerini,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=43633
35515,drowned,drowning or exhaustion related death,United,2004-06-05T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,6,"drowned after their boat sank near the port of Sfax on way from Tunisia to Italy (Jun 5, 2004). From Del Grande's data set (translated): Off Sfax, 6 bodies recovered, 4 more dispersed personesono (Jun 5, 2004)",sfax,34.745159,10.7613,"34.745159, 10.7613",239,"Event at Sfax on Jun 05, 2004",Central Mediteranean route,LS/ANSA,http://www.meltingpot.org/artbreve681.html
35516,drowned,drowning or exhaustion related death,United,2004-06-05T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,4,"reportedly drowned when boat sank off the Tunisian coast on way to Italy (Jun 5, 2004)",tunis,36.81881,10.16596,"36.81881, 10.16596",540,"Event at Tunis on Jun 05, 2004",Central Mediteranean route,LS/ANSA,
35517,car accident,"violent accidental death (transport, blown in minefield...)",Del grande,2004-06-01T00:00:00Z,2Q2004,2004 -- 6,2004,0,0,1,"A truck carrying 110 people capsizes in an accident in Kozluk, Batman. A man dies, 61 wounded (Jun 2, 2004)","Kozluk, Batman, turkey",38.177296,41.493993,"38.177296, 41.493993",1,"Event at Kozluk, Batman, Turkey on Jun 01, 2004",,Turkish Daily News,http://www.turkishdailynews.com.tr/archives.php?id=36646
35518,lack of medical care,drowning or exhaustion related death,United,2004-05-27T00:00:00Z,2Q2004,2004 -- 5,2004,0,0,1,"died at Prestwich hospital, after being sedated and restrained by staff (May 27, 2004)","Prestwich, uk",53.527039,-2.28064,"53.527039, -2.28064",1,"Event at Prestwich, Uk on May 27, 2004",,IRR,
35520,asphyxiated,drowning or exhaustion related death,United,2004-05-24T00:00:00Z,2Q2004,2004 -- 5,2004,0,0,3,"found dead on highway A7, after being abandoned by driver of a van near San Roque (E) (May 24, 2004). From Del Grande's data set (translated): 3 found dead and a man in serious condition along a national highway in San Roque, near Cadiz, probably abandoned by the driver of the vehicle they were traveling hidden (May 25, 2004)",cadiz,36.527061,-6.288596,"36.527061, -6.288596",185,"Event at Cadiz on May 24, 2004",Western Mediteranean route,APDHA/PICUM,http://dea.ansa.it/
35519,died of a shock,drowning or exhaustion related death,United,2004-05-24T00:00:00Z,2Q2004,2004 -- 5,2004,0,0,1,"died in fear of deportation from Portugal to Ukraine, auth. overruled court sentence (May 24, 2004)",ukraine,48.379433,31.16558,"48.379433, 31.16558",1,"Event at Ukraine on May 24, 2004",Eastern Land borders route,PUB,
35521,suicide - other,suicide,United,2004-05-23T00:00:00Z,2Q2004,2004 -- 5,2004,0,0,1,"suicide while in a detention centre in Carlslund, near Stockholm (S) (May 23, 2004)",stockholm,59.32893,18.06491,"59.32893, 18.06491",5,"Event at Stockholm on May 23, 2004",,MNS/ERB/UNHCR,
35522,drowned,drowning or exhaustion related death,United,2004-05-22T00:00:00Z,2Q2004,2004 -- 5,2004,0,0,4,"stowaways, reportedly drowned, forced overboard 2000 km off Canary Islands (May 22, 2004). From Del Grande's data set (translated): The captain of the Wisteria, Japanese ship flying the Panamanian flag, order to throw into the sea off the Canary Islands, the 4 men found hiding on board. They all die drowned (May 23, 2004)",canary,28.291564,-16.62913,"28.291564, -16.62913",1120,"Event at Canary on May 22, 2004",Western African route,SP/Statewatch/MNS/MUGAK/MC,http://database.statewatch.org/searchdisplay.asp?searchfield=123&noofresults=100&resultsperpage=10&display=123&searchtype=1&searchtext=stowaway&submit1=Search
