Status,Province,Date,Actors,count
Non-Civilian,Hama,2016-08,Syrian government and affiliated militias,78
Civilian,Idlib,2016-08,Syrian government and affiliated militias,163
Non-Civilian,Hama,2016-08,Not identified,2
Non-Civilian,Idlib,2016-08,Syrian government and affiliated militias,177
Civilian,Deir Ezzor,2016-08,Not identified,8
Non-Civilian,Damascus Suburbs,2016-08,Syrian government and affiliated militias,85
Civilian,Aleppo,2016-08,Syrian government and affiliated militias,189
Civilian,Damascus Suburbs,2016-08,Syrian government and affiliated militias,106
Non-Civilian,Homs,2016-08,Syrian government and affiliated militias,52
Civilian,Homs,2016-08,Syrian government and affiliated militias,110
Non-Civilian,Aleppo,2016-08,The organization of the Islamic State in Iraq and the Levant - ISIS,9
Civilian,Aleppo,2016-08,Russian troops,74
Civilian,Aleppo,2016-08,The organization of the Islamic State in Iraq and the Levant - ISIS,122
Civilian,Aleppo,2016-08,Self administration forces,17
Civilian,Aleppo,2016-08,Not identified,56
Civilian,Daraa,2016-08,Syrian government and affiliated militias,25
Non-Civilian,Idlib,2016-08,Not identified,11
Civilian,Damascus Suburbs,2016-08,Not identified,10
Non-Civilian,Daraa,2016-08,Not identified,8
Non-Civilian,Aleppo,2016-08,Syrian government and affiliated militias,81
Civilian,Damascus Suburbs,2016-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Other Nationalities,2016-08,Armed opposition groups,1
Civilian,Idlib,2016-08,Al-Nusra Front,1
Civilian,Idlib,2016-08,Russian troops,34
Non-Civilian,Daraa,2016-08,Syrian government and affiliated militias,17
Civilian,Deir Ezzor,2016-08,The organization of the Islamic State in Iraq and the Levant - ISIS,30
Non-Civilian,Other Nationalities,2016-08,Syrian government and affiliated militias,1
Civilian,Homs,2016-08,Not identified,3
Civilian,Damascus,2016-08,Syrian government and affiliated militias,6
Non-Civilian,Daraa,2016-08,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Civilian,Daraa,2016-08,Not identified,8
Civilian,Aleppo,2016-08,Armed opposition groups,103
Civilian,Raqqa,2016-08,International coalition forces,4
Non-Civilian,Damascus Suburbs,2016-08,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Deir Ezzor,2016-08,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Non-Civilian,Aleppo,2016-08,Self administration forces,2
Civilian,Damascus,2016-08,Armed opposition groups,3
Civilian,Deir Ezzor,2016-08,Syrian government and affiliated militias,40
Civilian,Hasakeh,2016-08,Not identified,2
Civilian,Daraa,2016-08,Armed opposition groups,4
Civilian,Deir Ezzor,2016-08,Russian troops,2
Civilian,Hasakeh,2016-08,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Damascus Suburbs,2016-08,Not identified,1
Civilian,Aleppo,2016-08,International coalition forces,3
Non-Civilian,Deir Ezzor,2016-08,Russian troops,1
Non-Civilian,Deir Ezzor,2016-08,Syrian government and affiliated militias,8
Non-Civilian,Idlib,2016-08,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Civilian,Hama,2016-08,Not identified,5
Non-Civilian,Unknown,2016-08,Syrian government and affiliated militias,1
Non-Civilian,Hama,2016-08,Self administration forces,2
Non-Civilian,Lattakia,2016-08,Syrian government and affiliated militias,4
Civilian,Homs,2016-08,Russian troops,3
Non-Civilian,Hama,2016-08,Armed opposition groups,1
Civilian,Idlib,2016-08,Not identified,2
Civilian,Raqqa,2016-08,Russian troops,8
Civilian,Other Nationalities,2016-08,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2016-08,Russian troops,8
Civilian,Raqqa,2016-08,Not identified,1
Non-Civilian,Raqqa,2016-08,Syrian government and affiliated militias,1
Non-Civilian,Idlib,2016-08,Armed opposition groups,1
Non-Civilian,Aleppo,2016-08,Armed opposition groups,1
Civilian,Hama,2016-08,Russian troops,2
Civilian,Damascus Suburbs,2016-08,Armed opposition groups,1
Non-Civilian,Daraa,2016-08,Armed opposition groups,4
Civilian,Homs,2016-07,Syrian government and affiliated militias,97
Civilian,Daraa,2016-07,Syrian government and affiliated militias,45
Civilian,Aleppo,2016-07,Syrian government and affiliated militias,226
Civilian,Aleppo,2016-07,Russian troops,229
Non-Civilian,Aleppo,2016-07,Syrian government and affiliated militias,94
Non-Civilian,Idlib,2016-07,Syrian government and affiliated militias,75
Civilian,Aleppo,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,69
Civilian,Daraa,2016-07,Not identified,9
Civilian,Daraa,2016-07,Armed opposition groups,7
Non-Civilian,Daraa,2016-07,Not identified,13
Non-Civilian,Hama,2016-07,Syrian government and affiliated militias,29
Civilian,Idlib,2016-07,Syrian government and affiliated militias,126
Non-Civilian,Damascus Suburbs,2016-07,Syrian government and affiliated militias,71
Non-Civilian,Homs,2016-07,Syrian government and affiliated militias,57
Civilian,Homs,2016-07,Russian troops,14
Civilian,Damascus,2016-07,Armed opposition groups,9
Civilian,Hama,2016-07,Syrian government and affiliated militias,27
Civilian,Deir Ezzor,2016-07,Not identified,29
Civilian,Aleppo,2016-07,Armed opposition groups,37
Civilian,Damascus Suburbs,2016-07,Syrian government and affiliated militias,173
Non-Civilian,Raqqa,2016-07,Armed opposition groups,1
Civilian,Raqqa,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,8
Civilian,Aleppo,2016-07,Self administration forces,19
Civilian,Deir Ezzor,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,25
Civilian,Aleppo,2016-07,Not identified,153
Non-Civilian,Aleppo,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,19
Civilian,Damascus Suburbs,2016-07,Not identified,16
Non-Civilian,Quneitra,2016-07,Syrian government and affiliated militias,1
Civilian,Raqqa,2016-07,Syrian government and affiliated militias,7
Non-Civilian,Daraa,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,14
Civilian,Daraa,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Unknown,2016-07,Syrian government and affiliated militias,1
Civilian,Aleppo,2016-07,International coalition forces,151
Civilian,Idlib,2016-07,Not identified,30
Non-Civilian,Aleppo,2016-07,Not identified,7
Non-Civilian,Daraa,2016-07,Syrian government and affiliated militias,21
Non-Civilian,Damascus Suburbs,2016-07,Russian troops,1
Non-Civilian,Idlib,2016-07,Not identified,7
Non-Civilian,Idlib,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Idlib,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Homs,2016-07,International coalition forces,2
Civilian,Idlib,2016-07,Russian troops,23
Non-Civilian,Raqqa,2016-07,Syrian government and affiliated militias,1
Civilian,Hama,2016-07,Russian troops,3
Civilian,Hama,2016-07,Not identified,1
Non-Civilian,Damascus,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Damascus Suburbs,2016-07,Russian troops,5
Civilian,Homs,2016-07,Not identified,4
Non-Civilian,Deir Ezzor,2016-07,Not identified,3
Civilian,Deir Ezzor,2016-07,Syrian government and affiliated militias,30
Civilian,Raqqa,2016-07,Not identified,1
Non-Civilian,Idlib,2016-07,Russian troops,1
Non-Civilian,Deir Ezzor,2016-07,Syrian government and affiliated militias,6
Non-Civilian,Deir Ezzor,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Damascus,2016-07,Syrian government and affiliated militias,5
Civilian,Deir Ezzor,2016-07,Russian troops,4
Non-Civilian,Daraa,2016-07,Armed opposition groups,11
Non-Civilian,Damascus,2016-07,Syrian government and affiliated militias,2
Civilian,Raqqa,2016-07,International coalition forces,4
Non-Civilian,Raqqa,2016-07,Not identified,1
Civilian,Quneitra,2016-07,Armed opposition groups,1
Non-Civilian,Homs,2016-07,Not identified,1
Non-Civilian,Damascus Suburbs,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,15
Non-Civilian,Daraa,2016-07,Self administration forces,2
Non-Civilian,Aleppo,2016-07,Self administration forces,1
Civilian,Damascus Suburbs,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Damascus Suburbs,2016-07,Not identified,8
Civilian,Other Nationalities,2016-07,Syrian government and affiliated militias,1
Civilian,Hama,2016-07,International coalition forces,1
Non-Civilian,Quneitra,2016-07,Armed opposition groups,1
Non-Civilian,Other Nationalities,2016-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Homs,2016-07,Russian troops,1
Non-Civilian,Lattakia,2016-07,Syrian government and affiliated militias,1
Civilian,Damascus,2016-07,Not identified,2
Civilian,Aleppo,2016-06,Not identified,50
Civilian,Damascus Suburbs,2016-06,Syrian government and affiliated militias,65
Civilian,Damascus,2016-06,Syrian government and affiliated militias,7
Civilian,Homs,2016-06,Syrian government and affiliated militias,42
Civilian,Damascus,2016-06,Not identified,7
Non-Civilian,Damascus Suburbs,2016-06,Syrian government and affiliated militias,68
Civilian,Aleppo,2016-06,Russian troops,94
Civilian,Aleppo,2016-06,Syrian government and affiliated militias,244
Non-Civilian,Aleppo,2016-06,Syrian government and affiliated militias,91
Non-Civilian,Idlib,2016-06,Syrian government and affiliated militias,101
Civilian,Idlib,2016-06,Syrian government and affiliated militias,96
Civilian,Idlib,2016-06,Not identified,29
Non-Civilian,Daraa,2016-06,Syrian government and affiliated militias,4
Civilian,Daraa,2016-06,Syrian government and affiliated militias,13
Civilian,Deir Ezzor,2016-06,Not identified,13
Non-Civilian,Deir Ezzor,2016-06,Not identified,2
Civilian,Hasakeh,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Homs,2016-06,Not identified,7
Non-Civilian,Damascus Suburbs,2016-06,Not identified,2
Civilian,Damascus Suburbs,2016-06,Russian troops,8
Non-Civilian,Damascus Suburbs,2016-06,Russian troops,1
Non-Civilian,Hama,2016-06,Al-Nusra Front,2
Civilian,Deir Ezzor,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,34
Civilian,Aleppo,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,75
Non-Civilian,Hama,2016-06,Syrian government and affiliated militias,30
Non-Civilian,Daraa,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,15
Non-Civilian,Damascus Suburbs,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Non-Civilian,Idlib,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,15
Civilian,Aleppo,2016-06,Self administration forces,26
Non-Civilian,Deir Ezzor,2016-06,Syrian government and affiliated militias,15
Civilian,Raqqa,2016-06,Syrian government and affiliated militias,11
Non-Civilian,Hama,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Homs,2016-06,Syrian government and affiliated militias,30
Civilian,Raqqa,2016-06,Self administration forces,1
Civilian,Hama,2016-06,Syrian government and affiliated militias,21
Civilian,Idlib,2016-06,Russian troops,16
Non-Civilian,Homs,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Non-Civilian,Daraa,2016-06,Al-Nusra Front,1
Civilian,Aleppo,2016-06,Armed opposition groups,77
Civilian,Daraa,2016-06,Not identified,6
Non-Civilian,Aleppo,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,37
Non-Civilian,Hama,2016-06,Self administration forces,3
Non-Civilian,Idlib,2016-06,Self administration forces,4
Non-Civilian,Homs,2016-06,Not identified,3
Civilian,Aleppo,2016-06,International coalition forces,47
Civilian,Deir Ezzor,2016-06,Russian troops,54
Non-Civilian,Other Nationalities,2016-06,International coalition forces,1
Civilian,Daraa,2016-06,Armed opposition groups,2
Civilian,Damascus,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Damascus Suburbs,2016-06,Armed opposition groups,1
Non-Civilian,Lattakia,2016-06,Syrian government and affiliated militias,9
Civilian,Deir Ezzor,2016-06,Syrian government and affiliated militias,14
Non-Civilian,Aleppo,2016-06,International coalition forces,2
Civilian,Raqqa,2016-06,Russian troops,30
Civilian,Homs,2016-06,Russian troops,14
Civilian,Lattakia,2016-06,Syrian government and affiliated militias,2
Non-Civilian,Aleppo,2016-06,Not identified,4
Civilian,Raqqa,2016-06,International coalition forces,1
Non-Civilian,Damascus,2016-06,Syrian government and affiliated militias,7
Civilian,Deir Ezzor,2016-06,International coalition forces,1
Non-Civilian,Other Nationalities,2016-06,Syrian government and affiliated militias,2
Non-Civilian,Hasakeh,2016-06,Syrian government and affiliated militias,3
Civilian,Raqqa,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Hama,2016-06,Russian troops,7
Civilian,Raqqa,2016-06,Not identified,8
Civilian,Damascus Suburbs,2016-06,Not identified,5
Non-Civilian,Idlib,2016-06,Russian troops,10
Civilian,Quneitra,2016-06,Syrian government and affiliated militias,1
Non-Civilian,Idlib,2016-06,Not identified,8
Non-Civilian,Deir Ezzor,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,7
Civilian,Idlib,2016-06,International coalition forces,1
Non-Civilian,Homs,2016-06,Armed opposition groups,1
Non-Civilian,Hama,2016-06,Not identified,1
Civilian,Damascus Suburbs,2016-06,The organization of the Islamic State in Iraq and the Levant - ISIS,9
Non-Civilian,Aleppo,2016-06,Self administration forces,1
Non-Civilian,Damascus Suburbs,2016-06,Armed opposition groups,4
Civilian,Hasakeh,2016-06,Syrian government and affiliated militias,1
Civilian,Hasakeh,2016-06,Not identified,2
Civilian,Homs,2016-06,Armed opposition groups,1
Civilian,Deir Ezzor,2016-06,Armed opposition groups,1
Non-Civilian,Hama,2016-06,Russian troops,1
Non-Civilian,Daraa,2016-06,Russian troops,1
Civilian,Deir Ezzor,2016-05,The organization of the Islamic State in Iraq and the Levant - ISIS,32
Civilian,Aleppo,2016-05,Syrian government and affiliated militias,114
Non-Civilian,Aleppo,2016-05,The organization of the Islamic State in Iraq and the Levant - ISIS,46
Civilian,Homs,2016-05,Syrian government and affiliated militias,83
Non-Civilian,Homs,2016-05,Syrian government and affiliated militias,49
Civilian,Raqqa,2016-05,Syrian government and affiliated militias,5
Civilian,Aleppo,2016-05,Russian troops,30
Non-Civilian,Hama,2016-05,Syrian government and affiliated militias,25
Civilian,Idlib,2016-05,Russian troops,29
Civilian,Aleppo,2016-05,Not identified,16
Civilian,Aleppo,2016-05,The organization of the Islamic State in Iraq and the Levant - ISIS,9
Civilian,Damascus Suburbs,2016-05,Russian troops,2
Non-Civilian,Damascus Suburbs,2016-05,The organization of the Islamic State in Iraq and the Levant - ISIS,6
Civilian,Aleppo,2016-05,International coalition forces,7
Civilian,Damascus Suburbs,2016-05,Syrian government and affiliated militias,50
Civilian,Damascus Suburbs,2016-05,Not identified,4
Civilian,Aleppo,2016-05,Armed opposition groups,47
Civilian,Deir Ezzor,2016-05,Russian troops,17
Civilian,Daraa,2016-05,Syrian government and affiliated militias,31
Non-Civilian,Daraa,2016-05,Not identified,8
Non-Civilian,Daraa,2016-05,The organization of the Islamic State in Iraq and the Levant - ISIS,27
Non-Civilian,Idlib,2016-05,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Damascus,2016-05,Syrian government and affiliated militias,5
Non-Civilian,Damascus Suburbs,2016-05,Syrian government and affiliated militias,80
Non-Civilian,Aleppo,2016-05,Syrian government and affiliated militias,67
Non-Civilian,Damascus Suburbs,2016-05,Not identified,1
Civilian,Idlib,2016-05,Syrian government and affiliated militias,74
Non-Civilian,Idlib,2016-05,Syrian government and affiliated militias,74
Non-Civilian,Deir Ezzor,2016-05,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Hama,2016-05,Syrian government and affiliated militias,15
Civilian,Deir Ezzor,2016-05,Syrian government and affiliated militias,21
Civilian,Lattakia,2016-05,Syrian government and affiliated militias,1
Non-Civilian,Lattakia,2016-05,Syrian government and affiliated militias,7
Civilian,Idlib,2016-05,Armed opposition groups,1
