SIN(s) PROPOSED,SERVICE PROPOSED (e.g. Job Title/Task),MINIMUM EDUCATION/ CERTIFICATION LEVEL,MINIMUM YEARS OF EXPERIENCE,"UNIT OF ISSUE (e.g. Hour, Task, Sq ft)",PRICE OFFERED TO GSA (including IFF),CONTRACT NUMBER,VENDOR NAME,BUSINESS SIZE,SCHEDULE,WORKSITE,CURRENT CONTRACT YEAR,CONTRACT START DATE ,CONTRACT END DATE
132-51,Designer/Illustrator 1,Bachelors,0,Hour,$33.88,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Designer/Illustrator 2,Bachelors,2,Hour,$43.49,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Designer/Illustrator 3,Bachelors,5,Hour,$54.55,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Information Security Specialist 1,Bachelors,0,Hour,$43.49,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Information Security Specialist 2,Bachelors,2,Hour,$54.55,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Information Security Specialist 3,Bachelors,5,Hour,$70.29,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,System Engineer 1,Bachelors,0,Hour,$48.72,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,System Engineer 2,Bachelors,2,Hour,$54.55,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,System Engineer 3,Bachelors,5,Hour,$70.29,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Technical Writer 1,Bachelors,0,Hour,$33.88,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Technical Writer 2,Bachelors,2,Hour,$43.49,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Technical Writer 3,Bachelors,5,Hour,$54.55,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Training Instructor 1,Bachelors,0,Hour,$40.36,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Training Instructor 2,Bachelors,2,Hour,$48.72,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Training Instructor 3,Bachelors,5,Hour,$54.55,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Training Instructor Expert,Bachelors,16,Hour,$88.90,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Training Instructor Lead,Bachelors,7,Hour,$61.11,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Web Developer 1,Bachelors,0,Hour,$43.49,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Web Developer 2,Bachelors,2,Hour,$54.55,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Web Developer 3,Bachelors,5,Hour,$61.11,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Web Developer Lead,Bachelors,7,Hour,$70.29,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Web Developer Principal,Bachelors,10,Hour,$80.82,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Web Developer Senior Principal,Bachelors,12,Hour,$96.98,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Web Developer Manager,Bachelors,10,Hour,$80.82,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Team Leader - Computer Network Analysis,Bachelors,4,Hour,$56.38,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Telecommunications Mechanic II,Bachelors,0,Hour,$46.92,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Manager II - Computer Network Analysis,Bachelors,8,Hour,$93.04,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Senior Computer Network Technologist II,Bachelors,6,Hour,$78.84,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Principal Information System Technologist,Bachelors,8,Hour,$89.36,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Senior Manager Information Systems Technology,Bachelors,12,Hour,$126.51,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Senior Level Infrastructure Engineeer,Bachelors,5,Hour,$75.68,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,CryENGINE Developer,Bachelors,5,Hour,$58.85,GS-35F-186CA,Visual Awareness Technologies and Consulting Inc,S,IT Schedule 70,Both,1,2/12/15,2/11/20
132-51,Doc. Specialist -1,Bachelors,0,Hour,$49.04,GS-35F-235CA,"Enterprise People, Inc.",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Doc. Specialist -1,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Doc. Specialist -1,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Doc. Specialist -1,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Doc. Specialist - II,Bachelors,0,Hour,$58.04,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Doc. Specialist - II,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Doc. Specialist - II,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Doc. Specialist - II,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Doc. Specialist - IIl,Bachelors,2,Hour,$68.05,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Doc. Specialist - IIl,Bachelors,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Doc. Specialist - IIl,Bachelors,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Doc. Specialist - IIl,Bachelors,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Doc. Specialist - IV,Bachelors,4,Hour,$78.06,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Doc. Specialist - IV,Bachelors,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Doc. Specialist - IV,Bachelors,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Doc. Specialist - IV,Bachelors,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System Tester - l,Bachelors,0,Hour,$54.04,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System Tester - l,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System Tester - l,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System Tester - l,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System Tester - ll,Bachelors,0,Hour,$63.05,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System Tester - ll,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System Tester - ll,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System Tester - ll,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System Tester - lll,Bachelors,2,Hour,$73.05,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System Tester - lll,Bachelors,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System Tester - lll,Bachelors,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System Tester - lll,Bachelors,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System Tester - lV,Bachelors,4,Hour,$83.06,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System Tester - lV,Bachelors,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System Tester - lV,Bachelors,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System Tester - lV,Bachelors,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System Developer - l,Bachelors,0,Hour,$73.05,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System Developer - l,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System Developer - l,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System Developer - l,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System Developer - ll,Master,0,Hour,$83.06,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System Developer - ll,Master,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System Developer - ll,Master,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System Developer - ll,Master,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System Developer - lll,Master,2,Hour,$97.07,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System Developer - lll,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System Developer - lll,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System Developer - lll,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System Developer - lV,Ph.D,4,Hour,$117.09,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System Developer - lV,Ph.D,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System Developer - lV,Ph.D,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System Developer - lV,Ph.D,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System Developer - V,Ph.D,3,Hour,$136.10,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System Developer - V,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System Developer - V,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System Developer - V,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System/Data/ Network Admin - l,Bachelors,0,Hour,$73.05,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System/Data/ Network Admin - l,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System/Data/ Network Admin - l,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System/Data/ Network Admin - l,Bachelors,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System/Data/ Network Admin - ll,Master,0,Hour,$83.06,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System/Data/ Network Admin - ll,Master,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System/Data/ Network Admin - ll,Master,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System/Data/ Network Admin - ll,Master,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System/Data/ Network Admin - lll,Master,2,Hour,$97.07,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System/Data/ Network Admin - lll,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System/Data/ Network Admin - lll,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System/Data/ Network Admin - lll,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System/Data/ Network Admin - lV,Ph.D,0,Hour,$117.09,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System/Data/ Network Admin - lV,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System/Data/ Network Admin - lV,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System/Data/ Network Admin - lV,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,System/Data/ Network Admin - V,Ph.D,3,Hour,$136.10,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,System/Data/ Network Admin - V,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,System/Data/ Network Admin - V,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,System/Data/ Network Admin - V,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Technical Architect - I,Master,2,Hour,$97.07,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Technical Architect - I,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Technical Architect - I,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Technical Architect - I,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Technical Architect - Il,Ph.D,0,Hour,$117.09,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Technical Architect - Il,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Technical Architect - Il,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Technical Architect - Il,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Technical Architect - Ill,Ph.D,3,Hour,$141.11,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Technical Architect - Ill,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Technical Architect - Ill,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Technical Architect - Ill,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Technical Architect - IV,Ph.D,5,Hour,$156.12,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Technical Architect - IV,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Technical Architect - IV,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Technical Architect - IV,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Technical Architect - V,Ph.D,0,Hour,$180.13,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Technical Architect - V,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Technical Architect - V,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Technical Architect - V,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Business Analyst - I,Master,2,Hour,$97.07,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Business Analyst - I,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Business Analyst - I,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Business Analyst - I,Master,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Business Analyst - Il,Ph.D,4,Hour,$117.09,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Business Analyst - Il,Ph.D,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Business Analyst - Il,Ph.D,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Business Analyst - Il,Ph.D,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Business Analyst - Ill,Ph.D,3,Hour,$141.11,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Business Analyst - Ill,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Business Analyst - Ill,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Business Analyst - Ill,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Business Analyst - IV,Ph.D,5,Hour,$156.12,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Business Analyst - IV,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Business Analyst - IV,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Business Analyst - IV,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Business Analyst - V,Ph.D,0,Hour,$180.13,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Business Analyst - V,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Business Analyst - V,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Business Analyst - V,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Program Manager - I,Masters,2,Hour,$97.07,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Program Manager - I,Masters,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Program Manager - I,Masters,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Program Manager - I,Masters,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Program Manager - Il,Ph.D,0,Hour,$117.09,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Program Manager - Il,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Program Manager - Il,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Program Manager - Il,Ph.D,0,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Program Manager - Ill,Ph.D,3,Hour,$141.11,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Program Manager - Ill,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Program Manager - Ill,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Program Manager - Ill,Ph.D,3,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Program Manager - IV,Ph.D,5,Hour,$156.12,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Program Manager - IV,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Program Manager - IV,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Program Manager - IV,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Program Manager - V,Ph.D,5,Hour,$180.13,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Program Manager - V,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Program Manager - V,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Program Manager - V,Ph.D,5,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Security Analyst - I,Bachelors,2,Hour,$73.05,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Security Analyst - I,Bachelors,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Security Analyst - I,Bachelors,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
132-51,Security Analyst - I,Bachelors,2,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,4,3/12/15,3/11/20
132-51,Security Analyst - Il,Bachelors,4,Hour,$83.06,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,1,3/12/15,3/11/20
132-51,Security Analyst - Il,Bachelors,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,2,3/12/15,3/11/20
132-51,Security Analyst - Il,Bachelors,4,Hour,,GS-35F-235CA,"Enterprise People, Inc",S,IT Schedule 70,Both,3,3/12/15,3/11/20
